Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against
2022-11-17,Vitek Vanecek,away,New Jersey Devils,Toronto Maple Leafs,60.75,2,1.84
2022-11-17,Linus Ullmark,home,Boston Bruins,Philadelphia Flyers,59.6667,1,2.05
2022-11-17,Carter Hart,away,Philadelphia Flyers,Boston Bruins,60.0,4,3.58
2022-11-17,Connor Hellebuyck,home,Winnipeg Jets,Anaheim Ducks,60.0,2,2.85
2022-11-17,John Gibson,away,Anaheim Ducks,Winnipeg Jets,58.8167,3,3.86
2022-11-17,Juuse Saros,home,Nashville Predators,New York Islanders,60.0,4,3.4
2022-11-17,Ilya Sorokin,away,New York Islanders,Nashville Predators,59.0333,5,3.28
2022-11-17,Filip Gustavsson,home,Minnesota Wild,Pittsburgh Penguins,59.6167,5,3.34
2022-11-17,Tristan Jarry,away,Pittsburgh Penguins,Minnesota Wild,59.5,4,2.31
2022-11-17,Thomas Greiss,home,St Louis Blues,Washington Capitals,64.9333,4,4.82
2022-11-17,Charlie Lindgren,away,Washington Capitals,St Louis Blues,63.7833,4,1.92
2022-11-17,Logan Thompson,home,Vegas Golden Knights,Arizona Coyotes,59.8167,1,2.1
2022-11-17,Karel Vejmelka,away,Arizona Coyotes,Vegas Golden Knights,59.8833,4,3.47
2022-11-17,Martin Jones,home,Seattle Kraken,New York Rangers,63.65,2,3.36
2022-11-17,Igor Shesterkin,away,New York Rangers,Seattle Kraken,62.75,3,4.02
2022-11-17,James Reimer,home,San Jose Sharks,Detroit Red Wings,57.7833,6,1.79
2022-11-17,Ville Husso,away,Detroit Red Wings,San Jose Sharks,59.9667,4,2.4
2022-11-18,Thatcher Demko,home,Vancouver Canucks,Los Angeles Kings,60.0,1,3.57
2022-11-18,Jonathan Quick,away,Los Angeles Kings,Vancouver Canucks,59.9333,4,1.98
2022-11-19,Anton Forsberg,home,Ottawa Senators,New Jersey Devils,23.0,3,2.29
2022-11-19,Cam Talbot,home,Ottawa Senators,New Jersey Devils,34.5833,1,1.8
2022-11-19,Akira Schmid,away,New Jersey Devils,Ottawa Senators,60.0,1,2.3
2022-11-19,Spencer Knight,home,Florida Panthers,Calgary Flames,64.6333,4,2.9
2022-11-19,Jacob Markstrom,away,Calgary Flames,Florida Panthers,65.0,4,2.51
2022-11-19,Matt Murray,home,Toronto Maple Leafs,Buffalo Sabres,59.6333,2,2.8
2022-11-19,Ukko-Pekka Luukkonen,away,Buffalo Sabres,Toronto Maple Leafs,60.0,5,2.6
2022-11-19,Jeremy Swayman,home,Boston Bruins,Chicago Blackhawks,60.0,1,1.01
2022-11-19,Petr Mrazek,away,Chicago Blackhawks,Boston Bruins,60.0,6,4.27
2022-11-19,Darcy Kuemper,home,Washington Capitals,Colorado Avalanche,59.5167,4,3.92
2022-11-19,Alexandar Georgiev,away,Colorado Avalanche,Washington Capitals,60.0,0,2.13
2022-11-19,Joonas Korpisalo,home,Columbus Blue Jackets,Detroit Red Wings,60.0,6,3.37
2022-11-19,Ville Husso,away,Detroit Red Wings,Columbus Blue Jackets,60.0,1,2.51
2022-11-19,Jake Allen,home,Montreal Canadiens,Philadelphia Flyers,63.0833,4,4.05
2022-11-19,Carter Hart,away,Philadelphia Flyers,Montreal Canadiens,65.0,4,3.62
2022-11-19,Connor Hellebuyck,home,Winnipeg Jets,Pittsburgh Penguins,58.65,2,2.51
2022-11-19,Tristan Jarry,away,Pittsburgh Penguins,Winnipeg Jets,60.0,0,2.44
2022-11-19,Jordan Binnington,home,St Louis Blues,Anaheim Ducks,60.0,2,2.41
2022-11-19,John Gibson,away,Anaheim Ducks,St Louis Blues,39.6,5,2.01
2022-11-19,Anthony Stolarz,away,Anaheim Ducks,St Louis Blues,20.0,1,0.47
2022-11-19,Filip Gustavsson,home,Minnesota Wild,Carolina Hurricanes,61.2,1,1.49
2022-11-19,Pyotr Kochetkov,away,Carolina Hurricanes,Minnesota Wild,61.2,2,1.84
2022-11-19,Jake Oettinger,home,Dallas Stars,New York Islanders,60.0,2,2.25
2022-11-19,Semyon Varlamov,away,New York Islanders,Dallas Stars,57.4167,4,4.08
2022-11-19,Juuse Saros,home,Nashville Predators,Tampa Bay Lightning,62.6,3,3.79
2022-11-19,Andrei Vasilevskiy,away,Tampa Bay Lightning,Nashville Predators,62.6,2,2.63
2022-11-19,Martin Jones,home,Seattle Kraken,Los Angeles Kings,62.3833,2,2.0
2022-11-19,Cal Petersen,away,Los Angeles Kings,Seattle Kraken,62.3833,3,2.3
2022-11-19,Stuart Skinner,home,Edmonton Oilers,Vegas Golden Knights,61.2833,3,2.8
2022-11-19,Adin Hill,away,Vegas Golden Knights,Edmonton Oilers,60.5833,4,2.75
2022-11-19,James Reimer,home,San Jose Sharks,New York Rangers,58.6,1,3.75
2022-11-19,Igor Shesterkin,away,New York Rangers,San Jose Sharks,59.6333,1,2.16
2022-11-20,Daniil Tarasov,home,Columbus Blue Jackets,Florida Panthers,60.0,3,3.85
2022-11-20,Sergei Bobrovsky,away,Florida Panthers,Columbus Blue Jackets,57.9833,5,2.1
2022-11-20,Arvid Soderblom,home,Chicago Blackhawks,Pittsburgh Penguins,58.0667,4,2.5
2022-11-20,Casey DeSmith,away,Pittsburgh Penguins,Chicago Blackhawks,60.0,3,2.89
2022-11-21,Andrei Vasilevskiy,home,Tampa Bay Lightning,Boston Bruins,57.9833,5,2.98
2022-11-21,Linus Ullmark,away,Boston Bruins,Tampa Bay Lightning,60.0,3,3.2
2022-11-21,Carter Hart,home,Philadelphia Flyers,Calgary Flames,57.7667,3,3.06
2022-11-21,Jacob Markstrom,away,Calgary Flames,Philadelphia Flyers,59.9333,2,1.77
2022-11-21,Vitek Vanecek,home,New Jersey Devils,Edmonton Oilers,59.8833,2,3.27
2022-11-21,Stuart Skinner,away,Edmonton Oilers,New Jersey Devils,59.7667,5,3.08
2022-11-21,David Rittich,home,Winnipeg Jets,Carolina Hurricanes,62.05,3,2.55
2022-11-21,Pyotr Kochetkov,away,Carolina Hurricanes,Winnipeg Jets,59.0667,4,2.88
2022-11-21,Erik Kallgren,home,Toronto Maple Leafs,New York Islanders,61.6667,3,2.37
2022-11-21,Ilya Sorokin,away,New York Islanders,Toronto Maple Leafs,61.9333,2,3.23
2022-11-21,Jordan Binnington,home,St Louis Blues,Anaheim Ducks,60.0,1,3.21
2022-11-21,John Gibson,away,Anaheim Ducks,St Louis Blues,58.6,2,3.41
2022-11-21,Juuse Saros,home,Nashville Predators,Arizona Coyotes,65.0,3,3.02
2022-11-21,Connor Ingram,away,Arizona Coyotes,Nashville Predators,65.0,3,4.76
2022-11-21,Jake Oettinger,home,Dallas Stars,Colorado Avalanche,63.9333,2,4.52
2022-11-21,Alexandar Georgiev,away,Colorado Avalanche,Dallas Stars,64.7333,2,2.25
2022-11-21,Kaapo Kahkonen,home,San Jose Sharks,Ottawa Senators,60.0,1,2.8
2022-11-21,Anton Forsberg,away,Ottawa Senators,San Jose Sharks,32.95,1,2.76
2022-11-21,Cam Talbot,away,Ottawa Senators,San Jose Sharks,24.8833,3,0.82
2022-11-21,Thatcher Demko,home,Vancouver Canucks,Vegas Golden Knights,57.9333,5,3.83
2022-11-21,Logan Thompson,away,Vegas Golden Knights,Vancouver Canucks,60.0,4,1.67
2022-11-22,Jake Allen,home,Montreal Canadiens,Buffalo Sabres,60.0,7,4.1
2022-11-22,Craig Anderson,away,Buffalo Sabres,Montreal Canadiens,60.0,2,2.69
2022-11-22,Cal Petersen,home,Los Angeles Kings,New York Rangers,59.05,4,1.61
2022-11-22,Igor Shesterkin,away,New York Rangers,Los Angeles Kings,59.5333,3,2.88
2022-11-23,Pyotr Kochetkov,home,Carolina Hurricanes,Arizona Coyotes,56.9167,3,2.59
2022-11-23,Karel Vejmelka,away,Arizona Coyotes,Carolina Hurricanes,60.0,0,4.7
2022-11-23,Spencer Knight,home,Florida Panthers,Boston Bruins,59.6833,2,3.45
2022-11-23,Jeremy Swayman,away,Boston Bruins,Florida Panthers,58.75,4,3.71
2022-11-23,Tristan Jarry,home,Pittsburgh Penguins,Calgary Flames,65.0,1,2.38
2022-11-23,Dan Vladar,away,Calgary Flames,Pittsburgh Penguins,64.8333,1,3.88
2022-11-23,Joonas Korpisalo,home,Columbus Blue Jackets,Montreal Canadiens,57.95,2,1.7
2022-11-23,Sam Montembeault,away,Montreal Canadiens,Columbus Blue Jackets,59.6167,1,3.46
2022-11-23,Ukko-Pekka Luukkonen,home,Buffalo Sabres,St Louis Blues,59.5667,2,3.3
2022-11-23,Jordan Binnington,away,St Louis Blues,Buffalo Sabres,60.0,6,3.6
2022-11-23,Vitek Vanecek,home,New Jersey Devils,Toronto Maple Leafs,57.7667,2,1.91
2022-11-23,Matt Murray,away,Toronto Maple Leafs,New Jersey Devils,60.0,1,3.49
2022-11-23,Filip Gustavsson,home,Minnesota Wild,Winnipeg Jets,59.9,1,1.88
2022-11-23,Connor Hellebuyck,away,Winnipeg Jets,Minnesota Wild,60.0,6,3.13
2022-11-23,Ilya Sorokin,home,New York Islanders,Edmonton Oilers,60.0,0,5.77
2022-11-23,Jack Campbell,away,Edmonton Oilers,New York Islanders,59.8667,3,2.03
2022-11-23,Ville Husso,home,Detroit Red Wings,Nashville Predators,60.0,0,3.3
2022-11-23,Kevin Lankinen,away,Nashville Predators,Detroit Red Wings,58.1833,2,2.86
2022-11-23,Darcy Kuemper,home,Washington Capitals,Philadelphia Flyers,60.8,2,1.96
2022-11-23,Felix Sandstrom,away,Philadelphia Flyers,Washington Capitals,60.8333,3,3.6
2022-11-23,Jake Oettinger,home,Dallas Stars,Chicago Blackhawks,60.0,4,2.68
2022-11-23,Petr Mrazek,away,Chicago Blackhawks,Dallas Stars,59.0833,5,3.19
2022-11-23,John Gibson,home,Anaheim Ducks,New York Rangers,60.0,2,4.87
2022-11-23,Jaroslav Halak,away,New York Rangers,Anaheim Ducks,57.4167,3,2.89
2022-11-23,Logan Thompson,home,Vegas Golden Knights,Ottawa Senators,60.0,1,4.28
2022-11-23,Cam Talbot,away,Ottawa Senators,Vegas Golden Knights,59.7833,3,3.27
2022-11-23,Martin Jones,home,Seattle Kraken,San Jose Sharks,59.4833,5,2.57
2022-11-23,Kaapo Kahkonen,away,San Jose Sharks,Seattle Kraken,57.1667,7,2.03
2022-11-23,Pavel Francouz,home,Colorado Avalanche,Vancouver Canucks,58.7833,4,1.92
2022-11-23,Spencer Martin,away,Vancouver Canucks,Colorado Avalanche,59.9833,3,3.0
2022-11-25,Jeremy Swayman,home,Boston Bruins,Carolina Hurricanes,16.05,0,0.25
2022-11-25,Linus Ullmark,home,Boston Bruins,Carolina Hurricanes,46.95,2,2.84
2022-11-25,Pyotr Kochetkov,away,Carolina Hurricanes,Boston Bruins,63.3167,3,3.96
2022-11-25,Darcy Kuemper,home,Washington Capitals,Calgary Flames,60.0,0,3.0
2022-11-25,Jacob Markstrom,away,Calgary Flames,Washington Capitals,60.0,3,2.65
2022-11-25,Arvid Soderblom,home,Chicago Blackhawks,Montreal Canadiens,65.0,2,2.35
2022-11-25,Sam Montembeault,away,Montreal Canadiens,Chicago Blackhawks,65.0,2,3.51
2022-11-25,Marc-Andre Fleury,home,Minnesota Wild,Toronto Maple Leafs,56.75,4,2.94
2022-11-25,Matt Murray,away,Toronto Maple Leafs,Minnesota Wild,59.8667,3,2.74
2022-11-25,Anthony Stolarz,home,Anaheim Ducks,Ottawa Senators,60.0,5,4.04
2022-11-25,Cam Talbot,away,Ottawa Senators,Anaheim Ducks,59.6833,1,3.34
2022-11-25,Felix Sandstrom,home,Philadelphia Flyers,Pittsburgh Penguins,26.3833,0,0.77
2022-11-25,Carter Hart,home,Philadelphia Flyers,Pittsburgh Penguins,33.6167,4,2.38
2022-11-25,Tristan Jarry,away,Pittsburgh Penguins,Philadelphia Flyers,60.0,1,1.6
2022-11-25,Ville Husso,home,Detroit Red Wings,Arizona Coyotes,65.0,3,2.36
2022-11-25,Karel Vejmelka,away,Arizona Coyotes,Detroit Red Wings,62.85,3,4.09
2022-11-25,Joonas Korpisalo,home,Columbus Blue Jackets,New York Islanders,58.0667,3,2.8
2022-11-25,Ilya Sorokin,away,New York Islanders,Columbus Blue Jackets,60.0,2,2.88
2022-11-25,Craig Anderson,home,Buffalo Sabres,New Jersey Devils,56.9833,3,3.81
2022-11-25,Akira Schmid,away,New Jersey Devils,Buffalo Sabres,59.8833,1,3.29
2022-11-25,Andrei Vasilevskiy,home,Tampa Bay Lightning,St Louis Blues,60.0,2,1.92
2022-11-25,Jordan Binnington,away,St Louis Blues,Tampa Bay Lightning,59.75,4,3.09
2022-11-25,Adin Hill,home,Vegas Golden Knights,Seattle Kraken,58.2333,4,2.79
2022-11-25,Philipp Grubauer,away,Seattle Kraken,Vegas Golden Knights,60.0,2,2.21
2022-11-25,Jake Oettinger,home,Dallas Stars,Winnipeg Jets,58.55,5,2.59
2022-11-25,Connor Hellebuyck,away,Winnipeg Jets,Dallas Stars,60.5,4,4.69
2022-11-25,James Reimer,home,San Jose Sharks,Los Angeles Kings,58.1167,4,2.45
2022-11-25,Jonathan Quick,away,Los Angeles Kings,San Jose Sharks,60.0,2,3.39
2022-11-26,Igor Shesterkin,home,New York Rangers,Edmonton Oilers,58.7833,4,3.68
2022-11-26,Jack Campbell,away,Edmonton Oilers,New York Rangers,60.0,3,1.81
2022-11-26,Antti Raanta,home,Carolina Hurricanes,Calgary Flames,60.0,2,2.05
2022-11-26,Dan Vladar,away,Calgary Flames,Carolina Hurricanes,59.7,3,3.47
2022-11-26,Spencer Knight,home,Florida Panthers,St Louis Blues,61.1333,5,2.28
2022-11-26,Thomas Greiss,away,St Louis Blues,Florida Panthers,61.1333,4,3.17
2022-11-26,Casey DeSmith,home,Pittsburgh Penguins,Toronto Maple Leafs,60.0,4,4.08
2022-11-26,Erik Kallgren,away,Toronto Maple Leafs,Pittsburgh Penguins,60.0,1,2.39
2022-11-26,Vitek Vanecek,home,New Jersey Devils,Washington Capitals,59.95,1,3.76
2022-11-26,Charlie Lindgren,away,Washington Capitals,New Jersey Devils,59.2833,5,2.61
2022-11-26,Semyon Varlamov,home,New York Islanders,Philadelphia Flyers,60.0,2,2.47
2022-11-26,Felix Sandstrom,away,Philadelphia Flyers,New York Islanders,59.9,5,3.0
2023-01-17,Kevin Lankinen,home,Nashville Predators,Columbus Blue Jackets,60.0,1,4.87
2023-01-17,Daniil Tarasov,away,Columbus Blue Jackets,Nashville Predators,59.15,2,3.58
2022-11-26,Alexandar Georgiev,home,Colorado Avalanche,Dallas Stars,60.0,1,3.45
2022-11-26,Scott Wedgewood,away,Dallas Stars,Colorado Avalanche,60.0,4,2.64
2022-11-26,Logan Thompson,home,Vegas Golden Knights,Vancouver Canucks,60.0,5,3.38
2022-11-26,Spencer Martin,away,Vancouver Canucks,Vegas Golden Knights,60.0,1,3.0
2022-11-27,Marc-Andre Fleury,home,Minnesota Wild,Arizona Coyotes,60.0,3,1.34
2022-11-27,Connor Ingram,away,Arizona Coyotes,Minnesota Wild,58.4667,4,2.41
2022-11-27,Petr Mrazek,home,Chicago Blackhawks,Winnipeg Jets,59.7,7,3.22
2022-11-27,Connor Hellebuyck,away,Winnipeg Jets,Chicago Blackhawks,60.0,2,3.37
2022-11-27,John Gibson,home,Anaheim Ducks,Seattle Kraken,43.6833,5,2.08
2022-11-27,Anthony Stolarz,home,Anaheim Ducks,Seattle Kraken,15.45,0,0.4
2022-11-27,Martin Jones,away,Seattle Kraken,Anaheim Ducks,60.0,4,3.45
2022-11-27,Kaapo Kahkonen,home,San Jose Sharks,Vancouver Canucks,61.1667,4,2.89
2022-11-27,Thatcher Demko,away,Vancouver Canucks,San Jose Sharks,61.2,3,2.51
2022-11-27,Jonathan Quick,home,Los Angeles Kings,Ottawa Senators,60.3333,3,4.39
2022-11-27,Cam Talbot,away,Ottawa Senators,Los Angeles Kings,60.1167,2,2.43
2022-11-28,Igor Shesterkin,home,New York Rangers,New Jersey Devils,57.8667,4,2.98
2022-11-28,Vitek Vanecek,away,New Jersey Devils,New York Rangers,60.0,3,3.73
2022-11-28,Ukko-Pekka Luukkonen,home,Buffalo Sabres,Tampa Bay Lightning,62.7333,6,3.66
2022-11-28,Brian Elliott,away,Tampa Bay Lightning,Buffalo Sabres,62.3833,5,4.65
2022-11-28,Ville Husso,home,Detroit Red Wings,Toronto Maple Leafs,28.6167,4,1.6
2022-11-28,Alex Nedeljkovic,home,Detroit Red Wings,Toronto Maple Leafs,28.5667,0,0.7
2022-11-28,Matt Murray,away,Toronto Maple Leafs,Detroit Red Wings,60.0,2,2.96
2022-11-28,Daniil Tarasov,home,Columbus Blue Jackets,Vegas Golden Knights,65.0,2,3.45
2022-11-28,Logan Thompson,away,Vegas Golden Knights,Columbus Blue Jackets,64.9833,2,2.47
2022-11-28,Jordan Binnington,home,St Louis Blues,Dallas Stars,59.8833,3,2.44
2022-11-28,Scott Wedgewood,away,Dallas Stars,St Louis Blues,59.55,1,2.65
2022-11-28,Stuart Skinner,home,Edmonton Oilers,Florida Panthers,58.6833,3,3.27
2022-11-28,Spencer Knight,away,Florida Panthers,Edmonton Oilers,60.3667,4,3.79
2022-11-29,Tristan Jarry,home,Pittsburgh Penguins,Carolina Hurricanes,61.7833,3,3.04
2022-11-29,Pyotr Kochetkov,away,Carolina Hurricanes,Pittsburgh Penguins,62.3333,2,2.75
2022-11-29,Carter Hart,home,Philadelphia Flyers,New York Islanders,59.7667,1,2.14
2022-11-29,Ilya Sorokin,away,New York Islanders,Philadelphia Flyers,58.7,2,2.66
2022-11-29,Jake Allen,home,Montreal Canadiens,San Jose Sharks,59.6833,3,3.02
2022-11-29,Kaapo Kahkonen,away,San Jose Sharks,Montreal Canadiens,60.0,0,2.21
2022-11-29,Jeremy Swayman,home,Boston Bruins,Tampa Bay Lightning,60.0,1,1.56
2022-11-29,Andrei Vasilevskiy,away,Tampa Bay Lightning,Boston Bruins,58.7667,2,1.77
2022-11-29,Juuse Saros,home,Nashville Predators,Anaheim Ducks,63.8333,1,2.32
2022-11-29,John Gibson,away,Anaheim Ducks,Nashville Predators,63.8333,2,3.66
2022-11-29,Connor Hellebuyck,home,Winnipeg Jets,Colorado Avalanche,59.8167,0,3.2
2022-11-29,Alexandar Georgiev,away,Colorado Avalanche,Winnipeg Jets,60.0,5,2.36
2022-11-29,Dan Vladar,home,Calgary Flames,Florida Panthers,60.0,2,2.44
2022-11-29,Sergei Bobrovsky,away,Florida Panthers,Calgary Flames,58.7333,6,2.9
2022-11-29,Spencer Martin,home,Vancouver Canucks,Washington Capitals,57.3167,4,2.93
2022-11-29,Darcy Kuemper,away,Washington Capitals,Vancouver Canucks,59.65,1,2.74
2022-11-29,Jonathan Quick,home,Los Angeles Kings,Seattle Kraken,24.9167,5,1.59
2022-11-29,Cal Petersen,home,Los Angeles Kings,Seattle Kraken,37.2,4,1.41
2022-11-29,Martin Jones,away,Seattle Kraken,Los Angeles Kings,62.0833,8,3.79
2022-11-30,Alex Nedeljkovic,home,Detroit Red Wings,Buffalo Sabres,65.0,4,3.56
2022-11-30,Craig Anderson,away,Buffalo Sabres,Detroit Red Wings,65.0,4,4.22
2022-11-30,Cam Talbot,home,Ottawa Senators,New York Rangers,57.6833,3,3.71
2022-11-30,Jaroslav Halak,away,New York Rangers,Ottawa Senators,59.95,1,3.5
2022-11-30,Ilya Samsonov,home,Toronto Maple Leafs,San Jose Sharks,59.3167,1,2.51
2022-11-30,Aaron Dell,away,San Jose Sharks,Toronto Maple Leafs,57.95,2,3.18
2022-11-30,Arvid Soderblom,home,Chicago Blackhawks,Edmonton Oilers,59.1333,5,3.9
2022-11-30,Stuart Skinner,away,Edmonton Oilers,Chicago Blackhawks,60.0,4,2.79
2022-12-01,Ukko-Pekka Luukkonen,home,Buffalo Sabres,Colorado Avalanche,59.5667,5,3.73
2022-12-01,Alexandar Georgiev,away,Colorado Avalanche,Buffalo Sabres,60.0,4,3.81
2022-12-01,Vitek Vanecek,home,New Jersey Devils,Nashville Predators,60.55,4,2.19
2022-12-01,Juuse Saros,away,Nashville Predators,New Jersey Devils,60.4,3,2.84
2022-12-01,Carter Hart,home,Philadelphia Flyers,Tampa Bay Lightning,60.0,4,3.67
2022-12-01,Andrei Vasilevskiy,away,Tampa Bay Lightning,Philadelphia Flyers,60.0,1,1.16
2022-12-01,Tristan Jarry,home,Pittsburgh Penguins,Vegas Golden Knights,60.0,3,2.85
2022-12-01,Logan Thompson,away,Vegas Golden Knights,Pittsburgh Penguins,58.15,4,3.58
2022-12-01,Jordan Binnington,home,St Louis Blues,Carolina Hurricanes,58.7333,4,3.32
2022-12-01,Antti Raanta,away,Carolina Hurricanes,St Louis Blues,39.9333,3,1.27
2022-12-01,Pyotr Kochetkov,away,Carolina Hurricanes,St Louis Blues,20.0,1,0.65
2022-12-01,Marc-Andre Fleury,home,Minnesota Wild,Edmonton Oilers,60.0,3,1.8
2022-12-01,Jack Campbell,away,Edmonton Oilers,Minnesota Wild,60.0,5,2.91
2022-12-01,Jake Oettinger,home,Dallas Stars,Anaheim Ducks,60.0,0,2.99
2022-12-01,Anthony Stolarz,away,Anaheim Ducks,Dallas Stars,59.65,5,4.07
2022-12-01,Jacob Markstrom,home,Calgary Flames,Montreal Canadiens,58.9,2,1.82
2022-12-01,Jake Allen,away,Montreal Canadiens,Calgary Flames,60.0,1,4.27
2022-12-01,Spencer Martin,home,Vancouver Canucks,Florida Panthers,40.1833,2,1.97
2022-12-01,Thatcher Demko,home,Vancouver Canucks,Florida Panthers,18.9333,3,1.85
2022-12-01,Spencer Knight,away,Florida Panthers,Vancouver Canucks,60.0,1,2.11
2022-12-01,Philipp Grubauer,home,Seattle Kraken,Washington Capitals,60.1167,2,2.23
2022-12-01,Darcy Kuemper,away,Washington Capitals,Seattle Kraken,60.1167,3,2.33
2022-12-01,Jonathan Quick,home,Los Angeles Kings,Arizona Coyotes,60.0,3,2.13
2022-12-01,Karel Vejmelka,away,Arizona Coyotes,Los Angeles Kings,59.5167,4,3.02
2022-12-02,Igor Shesterkin,home,New York Rangers,Ottawa Senators,64.7,3,3.41
2022-12-02,Cam Talbot,away,Ottawa Senators,New York Rangers,63.9,2,3.23
2022-12-02,Ilya Sorokin,home,New York Islanders,Nashville Predators,59.2333,2,1.94
2022-12-02,Kevin Lankinen,away,Nashville Predators,New York Islanders,60.0,1,4.02
2022-12-02,David Rittich,home,Winnipeg Jets,Columbus Blue Jackets,54.55,4,2.27
2022-12-02,Joonas Korpisalo,away,Columbus Blue Jackets,Winnipeg Jets,60.0,1,4.74
2022-12-03,Filip Gustavsson,home,Minnesota Wild,Anaheim Ducks,65.0,4,3.3
2022-12-03,John Gibson,away,Anaheim Ducks,Minnesota Wild,64.15,4,4.08
2022-12-03,Linus Ullmark,home,Boston Bruins,Colorado Avalanche,59.9167,1,2.24
2022-12-03,Pavel Francouz,away,Colorado Avalanche,Boston Bruins,60.0,5,3.55
2022-12-03,Stuart Skinner,home,Edmonton Oilers,Montreal Canadiens,60.0,3,3.48
2022-12-03,Jake Allen,away,Montreal Canadiens,Edmonton Oilers,57.2667,5,3.06
2022-12-03,Carter Hart,home,Philadelphia Flyers,New Jersey Devils,57.8667,3,1.66
2022-12-03,Akira Schmid,away,New Jersey Devils,Philadelphia Flyers,59.9333,2,2.24
2022-12-03,Anton Forsberg,home,Ottawa Senators,San Jose Sharks,59.75,2,3.78
2022-12-03,Kaapo Kahkonen,away,San Jose Sharks,Ottawa Senators,60.0,5,3.9
2022-12-03,Tristan Jarry,home,Pittsburgh Penguins,St Louis Blues,59.5667,2,2.97
2022-12-03,Thomas Greiss,away,St Louis Blues,Pittsburgh Penguins,37.1333,1,2.05
2022-12-03,Jordan Binnington,away,St Louis Blues,Pittsburgh Penguins,21.85,4,1.51
2022-12-03,Andrei Vasilevskiy,home,Tampa Bay Lightning,Toronto Maple Leafs,60.2,3,3.92
2022-12-03,Matt Murray,away,Toronto Maple Leafs,Tampa Bay Lightning,60.55,4,3.67
2022-12-03,Ville Husso,home,Detroit Red Wings,Vegas Golden Knights,59.2833,3,2.57
2022-12-03,Adin Hill,away,Vegas Golden Knights,Detroit Red Wings,60.0,1,3.65
2022-12-03,Jaroslav Halak,home,New York Rangers,Chicago Blackhawks,57.5833,4,1.53
2022-12-03,Petr Mrazek,away,Chicago Blackhawks,New York Rangers,40.0,1,2.74
2022-12-03,Arvid Soderblom,away,Chicago Blackhawks,New York Rangers,20.0,1,0.77
2022-12-03,Spencer Martin,home,Vancouver Canucks,Arizona Coyotes,64.05,2,1.57
2022-12-03,Karel Vejmelka,away,Arizona Coyotes,Vancouver Canucks,63.7333,3,4.53
2022-12-03,Philipp Grubauer,home,Seattle Kraken,Florida Panthers,60.0,5,3.25
2022-12-03,Spencer Knight,away,Florida Panthers,Seattle Kraken,60.0,1,3.14
2022-12-03,Dan Vladar,home,Calgary Flames,Washington Capitals,60.0,2,2.03
2022-12-03,Darcy Kuemper,away,Washington Capitals,Calgary Flames,36.15,2,1.71
2022-12-03,Charlie Lindgren,away,Washington Capitals,Calgary Flames,22.8333,2,0.84
2022-12-03,Jonathan Quick,home,Los Angeles Kings,Carolina Hurricanes,57.6167,4,3.28
2022-12-03,Pyotr Kochetkov,away,Carolina Hurricanes,Los Angeles Kings,59.85,2,3.3
2022-12-04,Connor Hellebuyck,home,Winnipeg Jets,Anaheim Ducks,60.0,2,3.19
2022-12-04,Anthony Stolarz,away,Anaheim Ducks,Winnipeg Jets,59.3333,5,4.41
2022-12-04,Jake Oettinger,home,Dallas Stars,Minnesota Wild,39.8333,4,1.41
2022-12-04,Scott Wedgewood,home,Dallas Stars,Minnesota Wild,24.8833,1,0.95
2022-12-04,Marc-Andre Fleury,away,Minnesota Wild,Dallas Stars,65.0,5,3.09
2022-12-04,Joonas Korpisalo,home,Columbus Blue Jackets,Detroit Red Wings,57.7167,4,3.23
2022-12-04,Ville Husso,away,Detroit Red Wings,Columbus Blue Jackets,60.0,2,3.31
2022-12-04,Ukko-Pekka Luukkonen,home,Buffalo Sabres,San Jose Sharks,59.8,3,2.11
2022-12-04,Aaron Dell,away,San Jose Sharks,Buffalo Sabres,58.95,5,4.18
2022-12-04,Semyon Varlamov,home,New York Islanders,Chicago Blackhawks,59.55,0,2.22
2022-12-04,Arvid Soderblom,away,Chicago Blackhawks,New York Islanders,60.0,3,3.08
2022-12-05,Carter Hart,home,Philadelphia Flyers,Colorado Avalanche,60.0,3,3.37
2022-12-05,Alexandar Georgiev,away,Colorado Avalanche,Philadelphia Flyers,57.7167,4,1.96
2022-12-05,Igor Shesterkin,home,New York Rangers,St Louis Blues,60.0,4,2.87
2022-12-05,Jordan Binnington,away,St Louis Blues,New York Rangers,56.7833,6,1.81
2022-12-05,Jeremy Swayman,home,Boston Bruins,Vegas Golden Knights,64.4167,3,2.41
2022-12-05,Logan Thompson,away,Vegas Golden Knights,Boston Bruins,64.95,3,3.91
2022-12-05,Stuart Skinner,home,Edmonton Oilers,Washington Capitals,58.4333,3,5.25
2022-12-05,Charlie Lindgren,away,Washington Capitals,Edmonton Oilers,59.75,2,2.11
2022-12-05,Dan Vladar,home,Calgary Flames,Arizona Coyotes,60.0,2,2.34
2022-12-05,Karel Vejmelka,away,Arizona Coyotes,Calgary Flames,58.1167,3,2.26
2022-12-05,Spencer Martin,home,Vancouver Canucks,Montreal Canadiens,16.2833,4,0.86
2022-12-05,Collin Delia,home,Vancouver Canucks,Montreal Canadiens,43.25,2,2.57
2022-12-05,Sam Montembeault,away,Montreal Canadiens,Vancouver Canucks,60.2167,7,3.13
2022-12-06,Vitek Vanecek,home,New Jersey Devils,Chicago Blackhawks,59.9667,0,1.71
