,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Score,Season
519,519,519,519,519,11-10-2017,Cam Ward,away,Carolina Hurricanes,Columbus Blue Jackets,60.0,1,2.82,1.82,20172018
520,520,520,520,520,11-10-2017,Braden Holtby,home,Washington Capitals,Pittsburgh Penguins,60.0,1,2.79,1.79,20172018
521,521,521,521,521,11-10-2017,Ben Bishop,home,Dallas Stars,New York Islanders,60.0,0,1.28,1.28,20172018
522,522,522,522,522,11-10-2017,Anton Khudobin,away,Boston Bruins,Toronto Maple Leafs,61.1167,3,4.23,1.23,20172018
523,523,523,523,523,11-10-2017,Robin Lehner,home,Buffalo Sabres,Florida Panthers,58.85,2,2.69,0.69,20172018
524,524,524,524,524,11-10-2017,Steve Mason,away,Winnipeg Jets,Vegas Golden Knights,20.0,0,0.34,0.34,20172018
525,525,525,525,525,11-10-2017,Roberto Luongo,away,Florida Panthers,Buffalo Sabres,60.0,1,1.3,0.3,20172018
526,526,526,526,526,11-10-2017,Maxime Lagace,home,Vegas Golden Knights,Winnipeg Jets,60.0,2,2.08,0.08,20172018
527,527,527,527,527,11-10-2017,Sergei Bobrovsky,home,Columbus Blue Jackets,Carolina Hurricanes,59.5667,2,2.07,0.07,20172018
528,528,528,528,528,11-10-2017,Matt Murray,away,Pittsburgh Penguins,Washington Capitals,59.6333,3,2.77,-0.23,20172018
529,529,529,529,529,11-10-2017,Craig Anderson,away,Ottawa Senators,Colorado Avalanche,60.5667,3,2.57,-0.43,20172018
530,530,530,530,530,11-10-2017,Semyon Varlamov,home,Colorado Avalanche,Ottawa Senators,60.9833,4,2.62,-1.38,20172018
531,531,531,531,531,11-10-2017,Jaroslav Halak,away,New York Islanders,Dallas Stars,60.0,5,2.19,-2.81,20172018
532,532,532,532,532,11-10-2017,Connor Hellebuyck,away,Winnipeg Jets,Vegas Golden Knights,39.8333,5,1.85,-3.15,20172018
533,533,533,533,533,11-11-2017,Aaron Dell,home,San Jose Sharks,Vancouver Canucks,59.6,0,3.41,3.41,20172018
534,534,534,534,534,11-11-2017,Cory Schneider,home,New Jersey Devils,Florida Panthers,60.0,1,3.68,2.68,20172018
535,535,535,535,535,11-11-2017,Charlie Lindgren,home,Montreal Canadiens,Buffalo Sabres,63.1333,1,3.55,2.55,20172018
536,536,536,536,536,11-11-2017,Curtis McElhinney,away,Toronto Maple Leafs,Boston Bruins,59.75,1,3.19,2.19,20172018
537,537,537,537,537,11-11-2017,Devan Dubnyk,away,Minnesota Wild,Philadelphia Flyers,60.0,0,1.89,1.89,20172018
538,538,538,538,538,11-11-2017,Jimmy Howard,home,Detroit Red Wings,Columbus Blue Jackets,65.0,1,2.52,1.52,20172018
539,539,539,539,539,11-11-2017,Sergei Bobrovsky,away,Columbus Blue Jackets,Detroit Red Wings,64.8833,1,2.48,1.48,20172018
540,540,540,540,540,11-11-2017,Steve Mason,away,Winnipeg Jets,Arizona Coyotes,59.9667,1,2.3,1.3,20172018
541,541,541,541,541,11-11-2017,Thomas Greiss,away,New York Islanders,St Louis Blues,60.0,2,3.11,1.11,20172018
542,542,542,542,542,11-11-2017,Brian Elliott,home,Philadelphia Flyers,Minnesota Wild,58.5333,1,2.05,1.05,20172018
543,543,543,543,543,11-11-2017,Craig Anderson,home,Ottawa Senators,Colorado Avalanche,29.4,0,0.39,0.39,20172018
544,544,544,544,544,11-11-2017,Henrik Lundqvist,home,New York Rangers,Edmonton Oilers,60.0,2,2.24,0.24,20172018
545,545,545,545,545,11-11-2017,Jacob Markstrom,away,Vancouver Canucks,San Jose Sharks,59.1167,3,3.04,0.04,20172018
546,546,546,546,546,11-11-2017,Anton Forsberg,away,Chicago Blackhawks,Carolina Hurricanes,61.65,3,2.74,-0.26,20172018
547,547,547,547,547,11-11-2017,Carter Hutton,home,St Louis Blues,New York Islanders,36.4167,1,0.73,-0.27,20172018
548,548,548,548,548,11-11-2017,Chad Johnson,away,Buffalo Sabres,Montreal Canadiens,63.1333,2,1.55,-0.45,20172018
549,549,549,549,549,11-11-2017,Jonathan Bernier,away,Colorado Avalanche,Ottawa Senators,58.5167,4,3.43,-0.57,20172018
550,550,550,550,550,11-11-2017,Scott Darling,home,Carolina Hurricanes,Chicago Blackhawks,61.55,4,3.36,-0.64,20172018
551,551,551,551,551,11-11-2017,Cam Talbot,away,Edmonton Oilers,New York Rangers,59.0667,3,2.34,-0.66,20172018
552,552,552,552,552,11-11-2017,James Reimer,away,Florida Panthers,New Jersey Devils,57.8167,2,1.25,-0.75,20172018
553,553,553,553,553,11-11-2017,Tristan Jarry,away,Pittsburgh Penguins,Nashville Predators,64.8333,4,3.15,-0.85,20172018
554,554,554,554,554,11-11-2017,Antti Raanta,home,Arizona Coyotes,Winnipeg Jets,58.0167,3,2.02,-0.98,20172018
555,555,555,555,555,11-11-2017,Pekka Rinne,home,Nashville Predators,Pittsburgh Penguins,65.0,4,2.99,-1.01,20172018
556,556,556,556,556,11-11-2017,Tuukka Rask,home,Boston Bruins,Toronto Maple Leafs,59.0833,3,1.6,-1.4,20172018
557,557,557,557,557,11-11-2017,Mike Condon,home,Ottawa Senators,Colorado Avalanche,30.4833,3,0.74,-2.26,20172018
558,558,558,558,558,11-11-2017,Jake Allen,home,St Louis Blues,New York Islanders,23.5833,4,0.99,-3.01,20172018
559,559,559,559,559,11-12-2017,John Gibson,home,Anaheim Ducks,Tampa Bay Lightning,58.4,2,4.49,2.49,20172018
560,560,560,560,560,11-12-2017,Braden Holtby,home,Washington Capitals,Edmonton Oilers,65.0,1,3.05,2.05,20172018
561,561,561,561,561,11-12-2017,Martin Jones,away,San Jose Sharks,Los Angeles Kings,59.85,1,2.87,1.87,20172018
562,562,562,562,562,11-12-2017,Andrei Vasilevskiy,away,Tampa Bay Lightning,Anaheim Ducks,60.0,1,2.54,1.54,20172018
563,563,563,563,563,11-12-2017,Jonathan Quick,home,Los Angeles Kings,San Jose Sharks,58.8833,2,2.82,0.82,20172018
564,564,564,564,564,11-12-2017,Anton Forsberg,home,Chicago Blackhawks,New Jersey Devils,16.5667,1,1.69,0.69,20172018
565,565,565,565,565,11-12-2017,Laurent Brossoit,away,Edmonton Oilers,Washington Capitals,65.0,1,1.57,0.57,20172018
566,566,566,566,566,11-12-2017,Keith Kinkaid,away,New Jersey Devils,Chicago Blackhawks,60.0,5,4.1,-0.9,20172018
567,567,567,567,567,11-12-2017,Corey Crawford,home,Chicago Blackhawks,New Jersey Devils,40.0,6,1.67,-4.33,20172018
568,568,568,568,568,11-13-2017,Scott Darling,home,Carolina Hurricanes,Dallas Stars,59.9833,1,3.06,2.06,20172018
569,569,569,569,569,11-13-2017,Eddie Lack,home,Calgary Flames,St Louis Blues,39.8333,2,1.11,-0.89,20172018
570,570,570,570,570,11-13-2017,Mike Smith,home,Calgary Flames,St Louis Blues,20.0,2,0.94,-1.06,20172018
571,571,571,571,571,11-13-2017,Ben Bishop,away,Dallas Stars,Carolina Hurricanes,60.0,5,2.51,-2.49,20172018
572,572,572,572,572,11-13-2017,Jake Allen,away,St Louis Blues,Calgary Flames,59.7167,6,3.24,-2.76,20172018
573,573,573,573,573,11-14-2017,Devan Dubnyk,home,Minnesota Wild,Philadelphia Flyers,60.0,0,2.32,2.32,20172018
574,574,574,574,574,11-14-2017,Sergei Bobrovsky,away,Columbus Blue Jackets,Montreal Canadiens,60.9667,1,3.3,2.3,20172018
575,575,575,575,575,11-14-2017,Connor Hellebuyck,home,Winnipeg Jets,Arizona Coyotes,60.0,1,2.87,1.87,20172018
576,576,576,576,576,11-14-2017,Anders Nilsson,away,Vancouver Canucks,Los Angeles Kings,59.9333,2,3.49,1.49,20172018
577,577,577,577,577,11-14-2017,Scott Wedgewood,away,Arizona Coyotes,Winnipeg Jets,34.8667,1,1.63,0.63,20172018
578,578,578,578,578,11-14-2017,Brian Elliott,away,Philadelphia Flyers,Minnesota Wild,59.0,1,1.52,0.52,20172018
579,579,579,579,579,11-14-2017,Philipp Grubauer,away,Washington Capitals,Nashville Predators,20.0,0,0.5,0.5,20172018
580,580,580,580,580,11-14-2017,Charlie Lindgren,home,Montreal Canadiens,Columbus Blue Jackets,61.15,2,2.1,0.1,20172018
581,581,581,581,581,11-14-2017,Cam Talbot,home,Edmonton Oilers,Vegas Golden Knights,59.9667,2,1.78,-0.22,20172018
582,582,582,582,582,11-14-2017,Roberto Luongo,home,Florida Panthers,Dallas Stars,64.9333,3,2.74,-0.26,20172018
583,583,583,583,583,11-14-2017,Jonathan Quick,home,Los Angeles Kings,Vancouver Canucks,58.4833,3,2.47,-0.53,20172018
584,584,584,584,584,11-14-2017,Dylan Ferguson,away,Vegas Golden Knights,Edmonton Oilers,9.2333,1,0.38,-0.62,20172018
585,585,585,585,585,11-14-2017,Kari Lehtonen,away,Dallas Stars,Florida Panthers,64.9,3,2.33,-0.67,20172018
586,586,586,586,586,11-14-2017,Matt Murray,home,Pittsburgh Penguins,Buffalo Sabres,59.8833,4,3.28,-0.72,20172018
587,587,587,587,587,11-14-2017,Robin Lehner,away,Buffalo Sabres,Pittsburgh Penguins,60.2667,5,4.19,-0.81,20172018
588,588,588,588,588,11-14-2017,Pekka Rinne,home,Nashville Predators,Washington Capitals,59.7667,3,2.17,-0.83,20172018
589,589,589,589,589,11-14-2017,Antti Raanta,away,Arizona Coyotes,Winnipeg Jets,25.1333,3,1.22,-1.78,20172018
590,590,590,590,590,11-14-2017,Braden Holtby,away,Washington Capitals,Nashville Predators,40.0,6,2.36,-3.64,20172018
591,591,591,591,591,11-14-2017,Maxime Lagace,away,Vegas Golden Knights,Edmonton Oilers,50.45,7,1.84,-5.16,20172018
592,592,592,592,592,11-15-2017,Jimmy Howard,home,Detroit Red Wings,Calgary Flames,59.75,2,3.94,1.94,20172018
593,593,593,593,593,11-15-2017,John Gibson,home,Anaheim Ducks,Boston Bruins,60.0,2,3.7,1.7,20172018
594,594,594,594,594,11-15-2017,Ondrej Pavelec,away,New York Rangers,Chicago Blackhawks,13.25,1,0.83,-0.17,20172018
595,595,595,595,595,11-15-2017,Corey Crawford,home,Chicago Blackhawks,New York Rangers,60.0,3,2.46,-0.54,20172018
596,596,596,596,596,11-15-2017,Tuukka Rask,away,Boston Bruins,Anaheim Ducks,60.0,4,2.99,-1.01,20172018
597,597,597,597,597,11-15-2017,Henrik Lundqvist,away,New York Rangers,Chicago Blackhawks,46.5333,4,2.62,-1.38,20172018
598,598,598,598,598,11-15-2017,Jon Gillies,away,Calgary Flames,Detroit Red Wings,34.8833,3,1.41,-1.59,20172018
599,599,599,599,599,11-15-2017,Eddie Lack,away,Calgary Flames,Detroit Red Wings,24.45,5,1.93,-3.07,20172018
600,600,600,600,600,11-16-2017,Frederik Andersen,home,Toronto Maple Leafs,New Jersey Devils,64.5833,0,3.7,3.7,20172018
601,601,601,601,601,11-16-2017,Roberto Luongo,away,Florida Panthers,San Jose Sharks,60.0,0,2.09,2.09,20172018
602,602,602,602,602,11-16-2017,Cory Schneider,away,New Jersey Devils,Toronto Maple Leafs,64.95,1,2.8,1.8,20172018
603,603,603,603,603,11-16-2017,Jake Allen,away,St Louis Blues,Edmonton Oilers,60.0,1,2.59,1.59,20172018
604,604,604,604,604,11-16-2017,Anton Khudobin,away,Boston Bruins,Los Angeles Kings,59.9333,1,2.34,1.34,20172018
605,605,605,605,605,11-16-2017,Andrei Vasilevskiy,home,Tampa Bay Lightning,Dallas Stars,60.0,1,2.06,1.06,20172018
606,606,606,606,606,11-16-2017,Semyon Varlamov,home,Colorado Avalanche,Washington Capitals,60.0,2,2.74,0.74,20172018
607,607,607,607,607,11-16-2017,Matt Murray,away,Pittsburgh Penguins,Ottawa Senators,59.9333,1,1.62,0.62,20172018
608,608,608,608,608,11-16-2017,Jonathan Quick,home,Los Angeles Kings,Boston Bruins,58.2,2,2.55,0.55,20172018
609,609,609,609,609,11-16-2017,Connor Hellebuyck,home,Winnipeg Jets,Philadelphia Flyers,64.5167,2,2.25,0.25,20172018
610,610,610,610,610,11-16-2017,Brian Elliott,away,Philadelphia Flyers,Winnipeg Jets,64.8667,2,1.81,-0.19,20172018
611,611,611,611,611,11-16-2017,Martin Jones,home,San Jose Sharks,Florida Panthers,57.3833,2,1.56,-0.44,20172018
612,612,612,612,612,11-16-2017,Craig Anderson,home,Ottawa Senators,Pittsburgh Penguins,58.9833,2,1.37,-0.63,20172018
613,613,613,613,613,11-16-2017,Maxime Lagace,away,Vegas Golden Knights,Vancouver Canucks,60.0,2,1.31,-0.69,20172018
614,614,614,614,614,11-16-2017,Cam Talbot,home,Edmonton Oilers,St Louis Blues,59.95,4,3.13,-0.87,20172018
615,615,615,615,615,11-16-2017,Thomas Greiss,home,New York Islanders,Carolina Hurricanes,59.95,4,2.79,-1.21,20172018
616,616,616,616,616,11-16-2017,Antti Raanta,away,Arizona Coyotes,Montreal Canadiens,59.7333,4,2.72,-1.28,20172018
617,617,617,617,617,11-16-2017,Charlie Lindgren,home,Montreal Canadiens,Arizona Coyotes,58.3833,5,3.69,-1.31,20172018
618,618,618,618,618,11-16-2017,Scott Darling,away,Carolina Hurricanes,New York Islanders,59.35,5,3.06,-1.94,20172018
619,619,619,619,619,11-16-2017,Pekka Rinne,away,Nashville Predators,Minnesota Wild,59.2833,5,2.84,-2.16,20172018
620,620,620,620,620,11-16-2017,Devan Dubnyk,home,Minnesota Wild,Nashville Predators,59.7667,4,1.72,-2.28,20172018
621,621,621,621,621,11-16-2017,Jacob Markstrom,home,Vancouver Canucks,Vegas Golden Knights,59.5333,4,1.34,-2.66,20172018
622,622,622,622,622,11-16-2017,Philipp Grubauer,away,Washington Capitals,Colorado Avalanche,59.85,6,2.74,-3.26,20172018
623,623,623,623,623,11-16-2017,Ben Bishop,away,Dallas Stars,Tampa Bay Lightning,60.0,6,1.8,-4.2,20172018
624,624,624,624,624,11-17-2017,Sergei Bobrovsky,home,Columbus Blue Jackets,New York Rangers,60.0,0,2.56,2.56,20172018
625,625,625,625,625,11-17-2017,Henrik Lundqvist,away,New York Rangers,Columbus Blue Jackets,56.7333,2,4.49,2.49,20172018
626,626,626,626,626,11-17-2017,Robin Lehner,away,Buffalo Sabres,Detroit Red Wings,60.0,3,3.73,0.73,20172018
627,627,627,627,627,11-17-2017,Jimmy Howard,home,Detroit Red Wings,Buffalo Sabres,59.5833,1,1.59,0.59,20172018
628,628,628,628,628,11-18-2017,Anton Khudobin,away,Boston Bruins,San Jose Sharks,60.0,1,3.84,2.84,20172018
629,629,629,629,629,11-18-2017,Darcy Kuemper,home,Los Angeles Kings,Florida Panthers,59.8833,0,2.41,2.41,20172018
630,630,630,630,630,11-18-2017,Matt Murray,home,Pittsburgh Penguins,Chicago Blackhawks,58.45,2,4.31,2.31,20172018
631,631,631,631,631,11-18-2017,Frederik Andersen,away,Toronto Maple Leafs,Montreal Canadiens,60.0,0,1.85,1.85,20172018
632,632,632,632,632,11-18-2017,Corey Crawford,away,Chicago Blackhawks,Pittsburgh Penguins,57.1333,1,2.57,1.57,20172018
633,633,633,633,633,11-18-2017,Braden Holtby,home,Washington Capitals,Minnesota Wild,59.95,1,2.5,1.5,20172018
634,634,634,634,634,11-18-2017,Ben Bishop,home,Dallas Stars,Edmonton Oilers,39.2333,0,1.45,1.45,20172018
635,635,635,635,635,11-18-2017,Scott Darling,away,Carolina Hurricanes,Buffalo Sabres,59.7833,1,2.16,1.16,20172018
636,636,636,636,636,11-18-2017,Antti Raanta,away,Arizona Coyotes,Ottawa Senators,61.0833,2,2.86,0.86,20172018
637,637,637,637,637,11-18-2017,Chad Johnson,home,Buffalo Sabres,Carolina Hurricanes,58.95,2,2.44,0.44,20172018
638,638,638,638,638,11-18-2017,Thomas Greiss,away,New York Islanders,Tampa Bay Lightning,60.0,3,3.43,0.43,20172018
639,639,639,639,639,11-18-2017,Keith Kinkaid,away,New Jersey Devils,Winnipeg Jets,20.0,0,0.4,0.4,20172018
640,640,640,640,640,11-18-2017,Pekka Rinne,home,Nashville Predators,Colorado Avalanche,59.95,2,2.37,0.37,20172018
641,641,641,641,641,11-18-2017,Connor Hellebuyck,home,Winnipeg Jets,New Jersey Devils,60.0,2,2.27,0.27,20172018
642,642,642,642,642,11-18-2017,Mike Condon,home,Ottawa Senators,Arizona Coyotes,61.3833,3,3.06,0.06,20172018
643,643,643,643,643,11-18-2017,Anton Forsberg,away,Chicago Blackhawks,Pittsburgh Penguins,2.8667,0,0.0,0.0,20172018
644,644,644,644,644,11-18-2017,Alex Stalock,away,Minnesota Wild,Washington Capitals,58.3833,3,2.54,-0.46,20172018
645,645,645,645,645,11-18-2017,Antti Niemi,home,Montreal Canadiens,Toronto Maple Leafs,11.0167,1,0.17,-0.83,20172018
646,646,646,646,646,11-18-2017,Aaron Dell,home,San Jose Sharks,Boston Bruins,57.5167,3,2.14,-0.86,20172018
647,647,647,647,647,11-18-2017,Jake Allen,away,St Louis Blues,Vancouver Canucks,62.6833,3,2.07,-0.93,20172018
648,648,648,648,648,11-18-2017,Mike Smith,away,Calgary Flames,Philadelphia Flyers,61.3,4,2.84,-1.16,20172018
649,649,649,649,649,11-18-2017,Charlie Lindgren,home,Montreal Canadiens,Toronto Maple Leafs,48.9833,5,3.53,-1.47,20172018
650,650,650,650,650,11-18-2017,James Reimer,away,Florida Panthers,Los Angeles Kings,58.3333,3,1.45,-1.55,20172018
651,651,651,651,651,11-18-2017,Kari Lehtonen,home,Dallas Stars,Edmonton Oilers,20.7,3,1.18,-1.82,20172018
652,652,652,652,652,11-18-2017,Brian Elliott,home,Philadelphia Flyers,Calgary Flames,61.0333,5,3.04,-1.96,20172018
653,653,653,653,653,11-18-2017,Andrei Vasilevskiy,home,Tampa Bay Lightning,New York Islanders,59.0333,4,1.92,-2.08,20172018
654,654,654,654,654,11-18-2017,Anders Nilsson,home,Vancouver Canucks,St Louis Blues,62.65,4,1.79,-2.21,20172018
655,655,655,655,655,11-18-2017,Cam Talbot,away,Edmonton Oilers,Dallas Stars,60.0,6,3.04,-2.96,20172018
656,656,656,656,656,11-18-2017,Semyon Varlamov,away,Colorado Avalanche,Nashville Predators,60.0,5,1.84,-3.16,20172018
657,657,657,657,657,11-18-2017,Cory Schneider,away,New Jersey Devils,Winnipeg Jets,40.0,5,1.24,-3.76,20172018
658,658,658,658,658,11-19-2017,John Gibson,home,Anaheim Ducks,Florida Panthers,59.9667,2,5.07,3.07,20172018
659,659,659,659,659,11-19-2017,Darcy Kuemper,away,Los Angeles Kings,Vegas Golden Knights,47.3833,0,2.44,2.44,20172018
660,660,660,660,660,11-19-2017,Henrik Lundqvist,home,New York Rangers,Ottawa Senators,59.6167,0,1.83,1.83,20172018
661,661,661,661,661,11-19-2017,Craig Anderson,away,Ottawa Senators,New York Rangers,59.6833,2,3.19,1.19,20172018
662,662,662,662,662,11-19-2017,Cam Ward,home,Carolina Hurricanes,New York Islanders,60.0,2,2.44,0.44,20172018
663,663,663,663,663,11-19-2017,Roberto Luongo,away,Florida Panthers,Anaheim Ducks,57.5,3,3.31,0.31,20172018
664,664,664,664,664,11-19-2017,Maxime Lagace,home,Vegas Golden Knights,Los Angeles Kings,60.0,2,1.72,-0.28,20172018
665,665,665,665,665,11-19-2017,Jonathan Bernier,away,Colorado Avalanche,Detroit Red Wings,61.9167,3,1.74,-1.26,20172018
666,666,666,666,666,11-19-2017,Jaroslav Halak,away,New York Islanders,Carolina Hurricanes,60.0,4,2.43,-1.57,20172018
667,667,667,667,667,11-19-2017,Jonathan Quick,away,Los Angeles Kings,Vegas Golden Knights,11.3667,3,1.14,-1.86,20172018
668,668,668,668,668,11-19-2017,Jimmy Howard,home,Detroit Red Wings,Colorado Avalanche,62.9167,4,2.02,-1.98,20172018
669,669,669,669,669,11-20-2017,Mike Smith,away,Calgary Flames,Washington Capitals,59.75,1,3.65,2.65,20172018
670,670,670,670,670,11-20-2017,Reto Berra,away,Anaheim Ducks,San Jose Sharks,64.95,2,3.74,1.74,20172018
671,671,671,671,671,11-20-2017,Antti Raanta,away,Arizona Coyotes,Toronto Maple Leafs,59.75,1,2.58,1.58,20172018
672,672,672,672,672,11-20-2017,Martin Jones,home,San Jose Sharks,Anaheim Ducks,65.0,2,3.09,1.09,20172018
673,673,673,673,673,11-20-2017,Frederik Andersen,home,Toronto Maple Leafs,Arizona Coyotes,58.4667,2,2.35,0.35,20172018
674,674,674,674,674,11-20-2017,Sergei Bobrovsky,away,Columbus Blue Jackets,Buffalo Sabres,60.0,2,2.19,0.19,20172018
675,675,675,675,675,11-20-2017,Cory Schneider,away,New Jersey Devils,Minnesota Wild,60.8333,3,2.62,-0.38,20172018
676,676,676,676,676,11-20-2017,Pekka Rinne,home,Nashville Predators,Winnipeg Jets,59.7167,3,2.35,-0.65,20172018
677,677,677,677,677,11-20-2017,Braden Holtby,home,Washington Capitals,Calgary Flames,58.0333,4,3.1,-0.9,20172018
678,678,678,678,678,11-20-2017,Robin Lehner,home,Buffalo Sabres,Columbus Blue Jackets,58.7833,3,1.83,-1.17,20172018
679,679,679,679,679,11-20-2017,Devan Dubnyk,home,Minnesota Wild,New Jersey Devils,59.9333,4,2.0,-2.0,20172018
680,680,680,680,680,11-20-2017,Connor Hellebuyck,away,Winnipeg Jets,Nashville Predators,57.8333,5,2.44,-2.56,20172018
681,681,681,681,681,11-21-2017,Ben Bishop,home,Dallas Stars,Montreal Canadiens,60.0,1,3.38,2.38,20172018
682,682,682,682,682,11-21-2017,Charlie Lindgren,away,Montreal Canadiens,Dallas Stars,59.2167,2,3.03,1.03,20172018
683,683,683,683,683,11-21-2017,Brian Elliott,home,Philadelphia Flyers,Vancouver Canucks,23.3333,0,1.01,1.01,20172018
684,684,684,684,684,11-21-2017,Jacob Markstrom,away,Vancouver Canucks,Philadelphia Flyers,59.6833,2,2.65,0.65,20172018
685,685,685,685,685,11-21-2017,Jake Allen,home,St Louis Blues,Edmonton Oilers,60.0,3,1.83,-1.17,20172018
686,686,686,686,686,11-21-2017,Cam Talbot,away,Edmonton Oilers,St Louis Blues,7.5833,2,0.13,-1.87,20172018
687,687,687,687,687,11-21-2017,Michal Neuvirth,home,Philadelphia Flyers,Vancouver Canucks,34.4333,4,1.83,-2.17,20172018
688,688,688,688,688,11-21-2017,Laurent Brossoit,away,Edmonton Oilers,St Louis Blues,52.4167,6,3.56,-2.44,20172018
689,689,689,689,689,11-22-2017,Roberto Luongo,home,Florida Panthers,Toronto Maple Leafs,65.0,1,4.09,3.09,20172018
690,690,690,690,690,11-22-2017,Henrik Lundqvist,away,New York Rangers,Carolina Hurricanes,60.0,1,3.59,2.59,20172018
691,691,691,691,691,11-22-2017,Anders Nilsson,away,Vancouver Canucks,Pittsburgh Penguins,60.0,2,4.51,2.51,20172018
692,692,692,692,692,11-22-2017,Frederik Andersen,away,Toronto Maple Leafs,Florida Panthers,65.0,1,3.1,2.1,20172018
693,693,693,693,693,11-22-2017,Steve Mason,away,Winnipeg Jets,Los Angeles Kings,60.0,1,2.9,1.9,20172018
694,694,694,694,694,11-22-2017,Sergei Bobrovsky,home,Columbus Blue Jackets,Calgary Flames,61.5333,0,1.62,1.62,20172018
695,695,695,695,695,11-22-2017,Pekka Rinne,home,Nashville Predators,Montreal Canadiens,65.0,2,3.62,1.62,20172018
696,696,696,696,696,11-22-2017,Jonathan Bernier,home,Colorado Avalanche,Dallas Stars,59.8,0,1.62,1.62,20172018
697,697,697,697,697,11-22-2017,Anton Khudobin,away,Boston Bruins,New Jersey Devils,65.0,2,3.55,1.55,20172018
698,698,698,698,698,11-22-2017,Mike Smith,away,Calgary Flames,Columbus Blue Jackets,62.0333,1,2.51,1.51,20172018
699,699,699,699,699,11-22-2017,Jonathan Quick,home,Los Angeles Kings,Winnipeg Jets,58.75,2,3.0,1.0,20172018
700,700,700,700,700,11-22-2017,Martin Jones,away,San Jose Sharks,Arizona Coyotes,60.0,1,1.88,0.88,20172018
701,701,701,701,701,11-22-2017,Braden Holtby,home,Washington Capitals,Ottawa Senators,60.0,2,2.82,0.82,20172018
702,702,702,702,702,11-22-2017,Thomas Greiss,home,New York Islanders,Philadelphia Flyers,60.5333,3,3.78,0.78,20172018
703,703,703,703,703,11-22-2017,Corey Crawford,away,Chicago Blackhawks,Tampa Bay Lightning,63.2167,3,3.77,0.77,20172018
704,704,704,704,704,11-22-2017,Antti Raanta,home,Arizona Coyotes,San Jose Sharks,14.6167,0,0.55,0.55,20172018
705,705,705,705,705,11-22-2017,Andrei Vasilevskiy,home,Tampa Bay Lightning,Chicago Blackhawks,63.4167,2,2.34,0.34,20172018
706,706,706,706,706,11-22-2017,John Gibson,home,Anaheim Ducks,Vegas Golden Knights,60.0,4,4.18,0.18,20172018
707,707,707,707,707,11-22-2017,Antti Niemi,away,Montreal Canadiens,Nashville Predators,64.1,2,2.09,0.09,20172018
708,708,708,708,708,11-22-2017,Cory Schneider,home,New Jersey Devils,Boston Bruins,65.0,2,1.96,-0.04,20172018
709,709,709,709,709,11-22-2017,Maxime Lagace,away,Vegas Golden Knights,Anaheim Ducks,60.0,2,1.94,-0.06,20172018
710,710,710,710,710,11-22-2017,Ben Bishop,away,Dallas Stars,Colorado Avalanche,60.0,3,2.41,-0.59,20172018
711,711,711,711,711,11-22-2017,Scott Wedgewood,home,Arizona Coyotes,San Jose Sharks,44.3333,2,1.41,-0.59,20172018
712,712,712,712,712,11-22-2017,Robin Lehner,home,Buffalo Sabres,Minnesota Wild,38.8,2,1.26,-0.74,20172018
713,713,713,713,713,11-22-2017,Cam Talbot,away,Edmonton Oilers,Detroit Red Wings,60.0,2,1.22,-0.78,20172018
714,714,714,714,714,11-22-2017,Brian Elliott,away,Philadelphia Flyers,New York Islanders,60.5333,4,3.04,-0.96,20172018
715,715,715,715,715,11-22-2017,Matt Murray,home,Pittsburgh Penguins,Vancouver Canucks,58.85,4,2.68,-1.32,20172018
716,716,716,716,716,11-22-2017,Petr Mrazek,home,Detroit Red Wings,Edmonton Oilers,25.6333,2,0.65,-1.35,20172018
717,717,717,717,717,11-22-2017,Devan Dubnyk,away,Minnesota Wild,Buffalo Sabres,60.0,4,2.25,-1.75,20172018
718,718,718,718,718,11-22-2017,Craig Anderson,away,Ottawa Senators,Washington Capitals,58.7333,4,2.07,-1.93,20172018
719,719,719,719,719,11-22-2017,Chad Johnson,home,Buffalo Sabres,Minnesota Wild,20.0,3,0.56,-2.44,20172018
720,720,720,720,720,11-22-2017,Scott Darling,home,Carolina Hurricanes,New York Rangers,59.8667,6,3.41,-2.59,20172018
721,721,721,721,721,11-22-2017,Jimmy Howard,home,Detroit Red Wings,Edmonton Oilers,34.3667,4,1.32,-2.68,20172018
722,722,722,722,722,11-24-2017,Henrik Lundqvist,home,New York Rangers,Detroit Red Wings,60.6167,1,3.38,2.38,20172018
723,723,723,723,723,11-24-2017,Philipp Grubauer,home,Washington Capitals,Tampa Bay Lightning,60.0,1,3.11,2.11,20172018
724,724,724,724,724,11-24-2017,Pekka Rinne,away,Nashville Predators,St Louis Blues,60.0,0,1.87,1.87,20172018
725,725,725,725,725,11-24-2017,Connor Hellebuyck,away,Winnipeg Jets,Anaheim Ducks,60.0,1,2.76,1.76,20172018
726,726,726,726,726,11-24-2017,Robin Lehner,home,Buffalo Sabres,Edmonton Oilers,60.0,1,2.59,1.59,20172018
727,727,727,727,727,11-24-2017,Andrei Vasilevskiy,away,Tampa Bay Lightning,Washington Capitals,57.5667,2,3.24,1.24,20172018
728,728,728,728,728,11-24-2017,Jimmy Howard,away,Detroit Red Wings,New York Rangers,60.6167,2,3.21,1.21,20172018
