Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against
2021-11-21,Thatcher Demko,home,Vancouver Canucks,Chicago Blackhawks,58.3667,1,1.78
2021-11-21,Marc-Andre Fleury,away,Chicago Blackhawks,Vancouver Canucks,59.95,0,3.79
2021-11-21,Jonathan Quick,home,Los Angeles Kings,Arizona Coyotes,63.15,2,2.74
2021-11-21,Karel Vejmelka,away,Arizona Coyotes,Los Angeles Kings,62.75,1,3.61
2021-11-21,Philipp Grubauer,home,Seattle Kraken,Washington Capitals,59.7333,2,3.72
2021-11-21,Vitek Vanecek,away,Washington Capitals,Seattle Kraken,57.7,4,2.54
2021-11-22,Dustin Tokarski,home,Buffalo Sabres,Columbus Blue Jackets,20.9167,4,0.77
2021-11-22,Aaron Dell,home,Buffalo Sabres,Columbus Blue Jackets,38.5,1,1.15
2021-11-22,Joonas Korpisalo,away,Columbus Blue Jackets,Buffalo Sabres,60.0,4,2.83
2021-11-22,Jordan Binnington,home,St Louis Blues,Vegas Golden Knights,60.0,2,3.19
2021-11-22,Robin Lehner,away,Vegas Golden Knights,St Louis Blues,60.0,5,2.3
2021-11-22,Juuse Saros,home,Nashville Predators,Anaheim Ducks,59.8667,2,2.56
2021-11-22,John Gibson,away,Anaheim Ducks,Nashville Predators,58.1167,3,2.37
2021-11-22,Connor Hellebuyck,home,Winnipeg Jets,Pittsburgh Penguins,59.8333,2,3.44
2021-11-22,Tristan Jarry,away,Pittsburgh Penguins,Winnipeg Jets,60.0,1,2.74
2021-11-22,Jonas Johansson,home,Colorado Avalanche,Ottawa Senators,2.4167,0,0.05
2021-11-22,Darcy Kuemper,home,Colorado Avalanche,Ottawa Senators,57.5167,5,1.18
2021-11-22,Filip Gustavsson,away,Ottawa Senators,Colorado Avalanche,58.8333,6,4.1
2021-11-22,James Reimer,home,San Jose Sharks,Carolina Hurricanes,61.3833,1,1.23
2021-11-22,Antti Raanta,away,Carolina Hurricanes,San Jose Sharks,61.7,2,2.49
2021-11-23,Andrei Vasilevskiy,home,Tampa Bay Lightning,Philadelphia Flyers,59.6167,0,2.36
2021-11-23,Carter Hart,away,Philadelphia Flyers,Tampa Bay Lightning,60.0,4,3.26
2021-11-23,Jake Oettinger,home,Dallas Stars,Edmonton Oilers,59.9333,1,1.49
2021-11-23,Stuart Skinner,away,Edmonton Oilers,Dallas Stars,60.0,4,2.62
2021-11-23,Jacob Markstrom,home,Calgary Flames,Chicago Blackhawks,60.0,2,1.37
2021-11-23,Marc-Andre Fleury,away,Chicago Blackhawks,Calgary Flames,58.65,3,2.66
2021-11-24,Dustin Tokarski,home,Buffalo Sabres,Boston Bruins,40.0,1,1.83
2021-11-24,Aaron Dell,home,Buffalo Sabres,Boston Bruins,20.0,4,1.22
2021-11-24,Jeremy Swayman,away,Boston Bruins,Buffalo Sabres,60.0,1,1.6
2021-11-24,Alex Nedeljkovic,home,Detroit Red Wings,St Louis Blues,60.0,2,3.54
2021-11-24,Ville Husso,away,St Louis Blues,Detroit Red Wings,58.2667,3,2.16
2021-11-24,Sergei Bobrovsky,home,Florida Panthers,Philadelphia Flyers,62.65,1,2.32
2021-11-24,Martin Jones,away,Philadelphia Flyers,Florida Panthers,62.4167,2,3.79
2021-11-24,Mackenzie Blackwood,home,New Jersey Devils,Minnesota Wild,64.4,2,1.8
2021-11-24,Cam Talbot,away,Minnesota Wild,New Jersey Devils,65.0,2,3.78
2021-11-24,Semyon Varlamov,home,New York Islanders,New York Rangers,60.0,4,2.11
2021-11-24,Igor Shesterkin,away,New York Rangers,New York Islanders,60.0,1,1.89
2021-11-24,Tristan Jarry,home,Pittsburgh Penguins,Vancouver Canucks,59.6167,1,2.21
2021-11-24,Thatcher Demko,away,Vancouver Canucks,Pittsburgh Penguins,58.75,3,3.19
2021-11-24,Ilya Samsonov,home,Washington Capitals,Montreal Canadiens,59.8667,3,2.12
2021-11-24,Jake Allen,away,Montreal Canadiens,Washington Capitals,60.0,6,2.38
2021-11-24,Elvis Merzlikins,home,Columbus Blue Jackets,Winnipeg Jets,60.0,0,2.68
2021-11-24,Connor Hellebuyck,away,Winnipeg Jets,Columbus Blue Jackets,59.6833,2,2.23
2021-11-24,Juuse Saros,home,Nashville Predators,Vegas Golden Knights,59.45,4,3.02
2021-11-24,Robin Lehner,away,Vegas Golden Knights,Nashville Predators,60.0,2,2.43
2021-11-24,Jonas Johansson,home,Colorado Avalanche,Anaheim Ducks,44.9667,1,1.34
2021-11-24,Darcy Kuemper,home,Colorado Avalanche,Anaheim Ducks,14.1833,1,0.7
2021-11-24,John Gibson,away,Anaheim Ducks,Colorado Avalanche,60.0,5,3.3
2021-11-24,Scott Wedgewood,home,Arizona Coyotes,Edmonton Oilers,59.2333,4,4.21
2021-11-24,Mikko Koskinen,away,Edmonton Oilers,Arizona Coyotes,59.6667,3,1.74
2021-11-24,Jonathan Quick,home,Los Angeles Kings,Toronto Maple Leafs,60.0,6,4.05
2021-11-24,Jack Campbell,away,Toronto Maple Leafs,Los Angeles Kings,59.7,2,3.83
2021-11-24,James Reimer,home,San Jose Sharks,Ottawa Senators,40.0,3,2.54
2021-11-24,Matt Murray,away,Ottawa Senators,San Jose Sharks,59.2167,4,2.52
2021-11-24,Philipp Grubauer,home,Seattle Kraken,Carolina Hurricanes,59.4833,1,3.18
2021-11-24,Frederik Andersen,away,Carolina Hurricanes,Seattle Kraken,58.1667,2,1.73
2021-11-26,Jeremy Swayman,home,Boston Bruins,New York Rangers,57.95,4,2.25
2021-11-26,Igor Shesterkin,away,New York Rangers,Boston Bruins,59.9667,2,2.26
2021-11-26,Dustin Tokarski,home,Buffalo Sabres,Montreal Canadiens,60.0,1,2.25
2021-11-26,Sam Montembeault,away,Montreal Canadiens,Buffalo Sabres,60.0,4,3.52
2021-11-26,Andrei Vasilevskiy,home,Tampa Bay Lightning,Seattle Kraken,59.7167,0,0.77
2021-11-26,Philipp Grubauer,away,Seattle Kraken,Tampa Bay Lightning,59.9333,3,2.42
2021-11-26,Ilya Sorokin,home,New York Islanders,Pittsburgh Penguins,58.2167,1,2.66
2021-11-26,Tristan Jarry,away,Pittsburgh Penguins,New York Islanders,59.95,0,2.44
2021-11-26,Carter Hart,home,Philadelphia Flyers,Carolina Hurricanes,60.0,6,2.52
2021-11-26,Antti Raanta,away,Carolina Hurricanes,Philadelphia Flyers,60.0,3,2.06
2021-11-26,Ilya Samsonov,home,Washington Capitals,Florida Panthers,60.0,3,1.85
2021-11-26,Spencer Knight,away,Florida Panthers,Washington Capitals,11.7667,1,0.61
2021-11-26,Sergei Bobrovsky,away,Florida Panthers,Washington Capitals,45.15,3,1.99
2021-11-26,Elvis Merzlikins,home,Columbus Blue Jackets,Vancouver Canucks,59.6833,2,2.55
2021-11-26,Thatcher Demko,away,Vancouver Canucks,Columbus Blue Jackets,58.2833,3,1.51
2021-11-26,Kevin Lankinen,home,Chicago Blackhawks,St Louis Blues,61.45,2,1.62
2021-11-26,Jordan Binnington,away,St Louis Blues,Chicago Blackhawks,61.45,3,1.94
2021-11-26,Juuse Saros,home,Nashville Predators,New Jersey Devils,60.0,2,1.52
2021-11-26,Jonathan Bernier,away,New Jersey Devils,Nashville Predators,59.4833,3,2.25
2021-11-26,Jake Oettinger,home,Dallas Stars,Colorado Avalanche,52.3333,1,2.7
2021-11-26,Braden Holtby,home,Dallas Stars,Colorado Avalanche,7.3667,0,0.07
2021-11-26,Darcy Kuemper,away,Colorado Avalanche,Dallas Stars,55.6167,3,2.82
2021-11-26,Cam Talbot,home,Minnesota Wild,Winnipeg Jets,60.0,1,2.56
2021-11-26,Eric Comrie,away,Winnipeg Jets,Minnesota Wild,37.1833,3,1.74
2021-11-26,Connor Hellebuyck,away,Winnipeg Jets,Minnesota Wild,22.8167,4,1.16
2021-11-26,Anthony Stolarz,home,Anaheim Ducks,Ottawa Senators,60.0,0,3.63
2021-11-26,Anton Forsberg,away,Ottawa Senators,Anaheim Ducks,59.6,4,2.88
2021-11-26,Adin Hill,home,San Jose Sharks,Toronto Maple Leafs,29.2667,0,0.73
2021-11-26,James Reimer,home,San Jose Sharks,Toronto Maple Leafs,30.7333,4,1.8
2021-11-26,Joseph Woll,away,Toronto Maple Leafs,San Jose Sharks,59.4167,1,2.11
2021-11-27,Alex Nedeljkovic,home,Detroit Red Wings,Buffalo Sabres,60.4333,2,1.44
2021-11-27,Dustin Tokarski,away,Buffalo Sabres,Detroit Red Wings,60.1833,3,4.09
2021-11-27,Spencer Knight,home,Florida Panthers,Seattle Kraken,59.4,3,2.39
2021-11-27,Chris Driedger,away,Seattle Kraken,Florida Panthers,60.0,1,2.28
2021-11-27,Casey DeSmith,home,Pittsburgh Penguins,Montreal Canadiens,58.0,3,2.52
2021-11-27,Jake Allen,away,Montreal Canadiens,Pittsburgh Penguins,59.4833,3,4.51
2021-11-27,Ville Husso,home,St Louis Blues,Columbus Blue Jackets,60.0,3,2.8
2021-11-27,Joonas Korpisalo,away,Columbus Blue Jackets,St Louis Blues,60.0,6,3.51
2021-11-27,Jonas Johansson,home,Colorado Avalanche,Nashville Predators,59.0167,2,2.8
2021-11-27,David Rittich,away,Nashville Predators,Colorado Avalanche,60.0,6,2.66
2021-11-27,Jacob Markstrom,home,Calgary Flames,Winnipeg Jets,59.2333,3,2.6
2021-11-27,Connor Hellebuyck,away,Winnipeg Jets,Calgary Flames,60.0,2,3.83
2021-11-27,Scott Wedgewood,home,Arizona Coyotes,Dallas Stars,58.8667,3,2.79
2021-11-27,Braden Holtby,away,Dallas Stars,Arizona Coyotes,60.0,2,2.2
2021-11-27,Robin Lehner,home,Vegas Golden Knights,Edmonton Oilers,57.7833,3,2.79
2021-11-27,Mikko Koskinen,away,Edmonton Oilers,Vegas Golden Knights,60.0,2,3.97
2021-11-27,Cal Petersen,home,Los Angeles Kings,Ottawa Senators,60.0,2,1.97
2021-11-27,Filip Gustavsson,away,Ottawa Senators,Los Angeles Kings,59.1333,3,3.74
2021-11-28,Linus Ullmark,home,Boston Bruins,Vancouver Canucks,60.0,2,2.56
2021-11-28,Jaroslav Halak,away,Vancouver Canucks,Boston Bruins,60.5667,3,3.07
2021-11-28,Mackenzie Blackwood,home,New Jersey Devils,Philadelphia Flyers,60.0,2,2.09
2021-11-28,Martin Jones,away,Philadelphia Flyers,New Jersey Devils,58.1167,4,3.5
2022-03-17,Igor Shesterkin,home,New York Rangers,New York Islanders,58.1,2,2.97
2022-03-17,Ilya Sorokin,away,New York Islanders,New York Rangers,59.7667,1,2.36
2021-11-28,Frederik Andersen,home,Carolina Hurricanes,Washington Capitals,57.65,3,2.21
2021-11-28,Ilya Samsonov,away,Washington Capitals,Carolina Hurricanes,60.0,2,3.42
2021-11-28,Marc-Andre Fleury,home,Chicago Blackhawks,San Jose Sharks,57.5333,1,1.64
2021-11-28,James Reimer,away,San Jose Sharks,Chicago Blackhawks,60.0,0,2.77
2021-11-28,Cam Talbot,home,Minnesota Wild,Tampa Bay Lightning,60.0,2,1.91
2021-11-28,Andrei Vasilevskiy,away,Tampa Bay Lightning,Minnesota Wild,57.1333,3,2.45
2021-11-28,John Gibson,home,Anaheim Ducks,Toronto Maple Leafs,59.5,4,2.99
2021-11-28,Jack Campbell,away,Toronto Maple Leafs,Anaheim Ducks,59.9333,1,2.7
2021-11-29,Dustin Tokarski,home,Buffalo Sabres,Seattle Kraken,58.6667,6,2.75
2021-11-29,Chris Driedger,away,Seattle Kraken,Buffalo Sabres,60.0,4,3.58
2021-11-29,Jake Allen,home,Montreal Canadiens,Vancouver Canucks,59.05,2,2.49
2021-11-29,Thatcher Demko,away,Vancouver Canucks,Montreal Canadiens,59.6167,1,2.28
2021-11-29,Connor Hellebuyck,home,Winnipeg Jets,Arizona Coyotes,57.6667,1,1.39
2021-11-29,Karel Vejmelka,away,Arizona Coyotes,Winnipeg Jets,60.0,0,4.75
2021-11-29,Jacob Markstrom,home,Calgary Flames,Pittsburgh Penguins,65.0,1,1.18
2021-11-29,Tristan Jarry,away,Pittsburgh Penguins,Calgary Flames,65.0,1,3.64
2021-11-30,Linus Ullmark,home,Boston Bruins,Detroit Red Wings,58.5333,2,1.05
2021-11-30,Alex Nedeljkovic,away,Detroit Red Wings,Boston Bruins,59.9,1,3.3
2021-11-30,Sergei Bobrovsky,home,Florida Panthers,Washington Capitals,59.8833,4,2.16
2021-11-30,Ilya Samsonov,away,Washington Capitals,Florida Panthers,59.75,5,5.78
2021-11-30,Mackenzie Blackwood,home,New Jersey Devils,San Jose Sharks,59.2833,4,2.65
2021-11-30,James Reimer,away,San Jose Sharks,New Jersey Devils,60.0,2,2.02
2022-01-18,Carter Hart,home,Philadelphia Flyers,New York Islanders,64.9833,3,2.33
2022-01-18,Semyon Varlamov,away,New York Islanders,Philadelphia Flyers,65.0,3,2.96
2021-11-30,Jordan Binnington,home,St Louis Blues,Tampa Bay Lightning,64.6,3,4.1
2021-11-30,Brian Elliott,away,Tampa Bay Lightning,St Louis Blues,65.0,3,2.74
2021-11-30,Juuse Saros,home,Nashville Predators,Columbus Blue Jackets,59.6333,0,2.15
2021-11-30,Joonas Korpisalo,away,Columbus Blue Jackets,Nashville Predators,47.1333,3,2.56
2021-11-30,Elvis Merzlikins,away,Columbus Blue Jackets,Nashville Predators,12.8667,3,0.87
2021-11-30,Braden Holtby,home,Dallas Stars,Carolina Hurricanes,60.0,1,3.63
2021-11-30,Frederik Andersen,away,Carolina Hurricanes,Dallas Stars,59.9167,3,1.46
2021-11-30,Kaapo Kahkonen,home,Minnesota Wild,Arizona Coyotes,59.4167,2,2.63
2021-11-30,Scott Wedgewood,away,Arizona Coyotes,Minnesota Wild,60.0,5,2.57
2021-11-30,Jonathan Quick,home,Los Angeles Kings,Anaheim Ducks,64.8333,4,3.91
2021-11-30,John Gibson,away,Anaheim Ducks,Los Angeles Kings,64.9333,4,2.95
2021-12-01,Jack Campbell,home,Toronto Maple Leafs,Colorado Avalanche,60.0,3,2.33
2021-12-01,Jonas Johansson,away,Colorado Avalanche,Toronto Maple Leafs,60.0,8,3.55
2021-12-01,Filip Gustavsson,home,Ottawa Senators,Vancouver Canucks,59.7833,6,3.8
2021-12-01,Thatcher Demko,away,Vancouver Canucks,Ottawa Senators,60.0,2,2.14
2021-12-01,Thomas Greiss,home,Detroit Red Wings,Seattle Kraken,64.7333,3,1.94
2021-12-01,Philipp Grubauer,away,Seattle Kraken,Detroit Red Wings,64.75,3,2.16
2021-12-01,Igor Shesterkin,home,New York Rangers,Philadelphia Flyers,59.95,1,3.19
2021-12-01,Carter Hart,away,Philadelphia Flyers,New York Rangers,58.2667,3,2.46
2021-12-01,Mikko Koskinen,home,Edmonton Oilers,Pittsburgh Penguins,60.0,2,2.37
2021-12-01,Tristan Jarry,away,Pittsburgh Penguins,Edmonton Oilers,58.7167,4,1.98
2021-12-01,Anthony Stolarz,home,Anaheim Ducks,Vegas Golden Knights,60.0,5,2.94
2021-12-01,Robin Lehner,away,Vegas Golden Knights,Anaheim Ducks,58.1,5,2.52
2021-12-02,Jake Allen,home,Montreal Canadiens,Colorado Avalanche,59.05,3,3.21
2021-12-02,Jonas Johansson,away,Colorado Avalanche,Montreal Canadiens,59.95,1,1.27
2021-12-02,Andrei Vasilevskiy,home,Tampa Bay Lightning,St Louis Blues,59.4833,2,2.35
2021-12-02,Ville Husso,away,St Louis Blues,Tampa Bay Lightning,56.7333,4,2.97
2021-12-02,Spencer Knight,home,Florida Panthers,Buffalo Sabres,28.7333,0,1.36
2021-12-02,Sergei Bobrovsky,home,Florida Panthers,Buffalo Sabres,31.2167,4,1.17
2021-12-02,Aaron Dell,away,Buffalo Sabres,Florida Panthers,58.25,5,3.81
2021-12-02,Ilya Sorokin,home,New York Islanders,San Jose Sharks,60.65,2,3.42
2021-12-02,Adin Hill,away,San Jose Sharks,New York Islanders,60.65,1,1.63
2021-12-02,Vitek Vanecek,home,Washington Capitals,Chicago Blackhawks,65.0,3,2.9
2021-12-02,Marc-Andre Fleury,away,Chicago Blackhawks,Washington Capitals,65.0,3,3.24
2021-12-02,Antti Raanta,home,Carolina Hurricanes,Ottawa Senators,59.0333,3,3.2
2021-12-02,Anton Forsberg,away,Ottawa Senators,Carolina Hurricanes,60.0,2,5.38
2021-12-02,Juuse Saros,home,Nashville Predators,Boston Bruins,57.2,2,2.81
2021-12-02,Jeremy Swayman,away,Boston Bruins,Nashville Predators,59.3,0,2.64
2021-12-02,Jake Oettinger,home,Dallas Stars,Columbus Blue Jackets,60.0,2,1.5
2021-12-02,Daniil Tarasov,away,Columbus Blue Jackets,Dallas Stars,58.05,3,2.94
2021-12-02,Kaapo Kahkonen,home,Minnesota Wild,New Jersey Devils,60.0,2,2.75
2021-12-02,Mackenzie Blackwood,away,New Jersey Devils,Minnesota Wild,59.7333,5,3.27
2021-12-02,Cal Petersen,home,Los Angeles Kings,Calgary Flames,58.3,3,3.6
2021-12-02,Jacob Markstrom,away,Calgary Flames,Los Angeles Kings,59.9,2,3.59
2021-12-03,Igor Shesterkin,home,New York Rangers,San Jose Sharks,45.1,0,1.82
2021-12-03,Alexandar Georgiev,home,New York Rangers,San Jose Sharks,14.8667,0,0.63
2021-12-03,Adin Hill,away,San Jose Sharks,New York Rangers,59.1167,1,2.68
2021-12-03,Connor Hellebuyck,home,Winnipeg Jets,New Jersey Devils,60.0,4,3.19
2021-12-03,Mackenzie Blackwood,away,New Jersey Devils,Winnipeg Jets,19.8333,2,0.81
2021-12-03,Jonathan Bernier,away,New Jersey Devils,Winnipeg Jets,40.0,6,2.66
2021-12-03,Karel Vejmelka,home,Arizona Coyotes,Vegas Golden Knights,60.0,7,2.97
2021-12-03,Laurent Brossoit,away,Vegas Golden Knights,Arizona Coyotes,60.0,1,1.9
2021-12-03,John Gibson,home,Anaheim Ducks,Calgary Flames,65.0,3,3.05
2021-12-03,Dan Vladar,away,Calgary Flames,Anaheim Ducks,65.0,3,3.22
2021-12-03,Philipp Grubauer,home,Seattle Kraken,Edmonton Oilers,60.0,3,2.76
2021-12-03,Stuart Skinner,away,Edmonton Oilers,Seattle Kraken,58.0833,4,2.37
2021-12-04,Jeremy Swayman,home,Boston Bruins,Tampa Bay Lightning,61.5167,3,2.56
2021-12-04,Andrei Vasilevskiy,away,Tampa Bay Lightning,Boston Bruins,61.5167,2,3.95
2021-12-04,Anton Forsberg,home,Ottawa Senators,Colorado Avalanche,60.85,5,2.2
2021-12-04,Jonas Johansson,away,Colorado Avalanche,Ottawa Senators,22.8167,4,1.04
2021-12-04,Justus Annunen,away,Colorado Avalanche,Ottawa Senators,37.3667,2,1.29
2021-12-04,Alex Nedeljkovic,home,Detroit Red Wings,New York Islanders,63.55,3,1.89
2021-12-04,Ilya Sorokin,away,New York Islanders,Detroit Red Wings,63.25,4,2.68
2021-12-04,Sergei Bobrovsky,home,Florida Panthers,St Louis Blues,64.3,3,2.48
2021-12-04,Ville Husso,away,St Louis Blues,Florida Panthers,65.0,3,5.26
2021-12-04,Alexandar Georgiev,home,New York Rangers,Chicago Blackhawks,60.0,2,2.38
2021-12-04,Kevin Lankinen,away,Chicago Blackhawks,New York Rangers,57.5833,3,2.26
2021-12-04,Ilya Samsonov,home,Washington Capitals,Columbus Blue Jackets,59.8167,1,1.31
2021-12-04,Daniil Tarasov,away,Columbus Blue Jackets,Washington Capitals,59.7,2,2.53
2021-12-04,Antti Raanta,home,Carolina Hurricanes,Buffalo Sabres,60.0,2,3.93
2021-12-04,Malcolm Subban,away,Buffalo Sabres,Carolina Hurricanes,49.95,6,2.46
2021-12-04,Aaron Dell,away,Buffalo Sabres,Carolina Hurricanes,10.05,0,0.32
2021-12-04,Juuse Saros,home,Nashville Predators,Montreal Canadiens,64.8,3,2.33
2021-12-04,Jake Allen,away,Montreal Canadiens,Nashville Predators,64.8,4,4.47
2021-12-04,Cam Talbot,home,Minnesota Wild,Toronto Maple Leafs,64.9667,3,2.64
2021-12-04,Jack Campbell,away,Toronto Maple Leafs,Minnesota Wild,64.85,3,2.89
2021-12-04,Thatcher Demko,home,Vancouver Canucks,Pittsburgh Penguins,57.9833,4,3.82
2021-12-04,Tristan Jarry,away,Pittsburgh Penguins,Vancouver Canucks,60.0,1,1.72
2021-12-05,Semyon Varlamov,home,New York Islanders,Chicago Blackhawks,63.7,2,2.38
2021-12-05,Marc-Andre Fleury,away,Chicago Blackhawks,New York Islanders,65.0,2,2.9
2021-12-05,Martin Jones,home,Philadelphia Flyers,Tampa Bay Lightning,31.4333,2,1.33
2021-12-05,Carter Hart,home,Philadelphia Flyers,Tampa Bay Lightning,28.5667,5,1.51
2021-12-05,Brian Elliott,away,Tampa Bay Lightning,Philadelphia Flyers,60.0,1,2.22
2021-12-05,Elvis Merzlikins,home,Columbus Blue Jackets,San Jose Sharks,60.0,4,3.28
2021-12-05,Adin Hill,away,San Jose Sharks,Columbus Blue Jackets,58.9833,5,1.75
2021-12-05,Connor Hellebuyck,home,Winnipeg Jets,Toronto Maple Leafs,60.0,3,3.88
2021-12-05,Joseph Woll,away,Toronto Maple Leafs,Winnipeg Jets,60.0,6,3.55
2021-12-05,Mikko Koskinen,home,Edmonton Oilers,Los Angeles Kings,60.0,5,3.43
2021-12-05,Jonathan Quick,away,Los Angeles Kings,Edmonton Oilers,59.7833,1,3.15
2021-12-05,Robin Lehner,home,Vegas Golden Knights,Calgary Flames,60.0,2,1.85
2021-12-05,Jacob Markstrom,away,Calgary Flames,Vegas Golden Knights,57.0833,3,3.2
2021-12-06,Martin Jones,home,Philadelphia Flyers,Colorado Avalanche,60.0,7,3.6
2021-12-06,Justus Annunen,away,Colorado Avalanche,Philadelphia Flyers,59.4,5,2.51
2021-12-06,Ilya Samsonov,home,Washington Capitals,Anaheim Ducks,65.0,3,2.42
2021-12-06,John Gibson,away,Anaheim Ducks,Washington Capitals,65.0,3,3.38
2021-12-06,Braden Holtby,home,Dallas Stars,Arizona Coyotes,60.0,1,1.29
2021-12-06,Scott Wedgewood,away,Arizona Coyotes,Dallas Stars,60.0,4,2.47
2021-12-06,Thatcher Demko,home,Vancouver Canucks,Los Angeles Kings,59.8667,0,1.74
2021-12-06,Cal Petersen,away,Los Angeles Kings,Vancouver Canucks,60.0,4,3.11
2021-12-06,Philipp Grubauer,home,Seattle Kraken,Pittsburgh Penguins,5.1167,3,0.35
2021-12-06,Joey Daccord,home,Seattle Kraken,Pittsburgh Penguins,54.8833,3,2.37
2021-12-06,Casey DeSmith,away,Pittsburgh Penguins,Seattle Kraken,60.0,1,1.89
2021-12-07,Ukko-Pekka Luukkonen,home,Buffalo Sabres,Anaheim Ducks,57.9833,2,0.89
2021-12-07,Anthony Stolarz,away,Anaheim Ducks,Buffalo Sabres,60.0,0,2.15
2021-12-07,Jack Campbell,home,Toronto Maple Leafs,Columbus Blue Jackets,60.0,4,3.33
2021-12-07,Daniil Tarasov,away,Columbus Blue Jackets,Toronto Maple Leafs,17.1,0,0.43
2021-12-07,Elvis Merzlikins,away,Columbus Blue Jackets,Toronto Maple Leafs,39.5833,5,2.36
2021-12-07,Jake Allen,home,Montreal Canadiens,Tampa Bay Lightning,59.8333,3,2.93
2021-12-07,Andrei Vasilevskiy,away,Tampa Bay Lightning,Montreal Canadiens,59.3333,2,1.82
2021-12-07,Filip Gustavsson,home,Ottawa Senators,New York Islanders,58.35,5,2.54
2021-12-07,Ilya Sorokin,away,New York Islanders,Ottawa Senators,59.6333,3,2.77
2021-12-07,Alex Nedeljkovic,home,Detroit Red Wings,Nashville Predators,57.1167,4,3.03
2021-12-07,David Rittich,away,Nashville Predators,Detroit Red Wings,60.0,2,1.62
2021-12-07,Marc-Andre Fleury,home,Chicago Blackhawks,New York Rangers,59.6667,5,2.53
2021-12-07,Alexandar Georgiev,away,New York Rangers,Chicago Blackhawks,60.0,2,2.78
2021-12-07,Ville Husso,home,St Louis Blues,Florida Panthers,54.4667,3,3.67
2021-12-07,Charlie Lindgren,home,St Louis Blues,Florida Panthers,6.4167,0,0.19
2021-12-07,Spencer Knight,away,Florida Panthers,St Louis Blues,60.8833,4,2.16
2021-12-07,Connor Hellebuyck,home,Winnipeg Jets,Carolina Hurricanes,56.9167,4,4.58
2021-12-07,Frederik Andersen,away,Carolina Hurricanes,Winnipeg Jets,60.0,2,1.56
2021-12-07,Mikko Koskinen,home,Edmonton Oilers,Minnesota Wild,59.9333,4,2.77
2021-12-07,Cam Talbot,away,Minnesota Wild,Edmonton Oilers,59.95,1,4.1
2021-12-07,Adin Hill,home,San Jose Sharks,Calgary Flames,60.0,3,3.18
2021-12-07,Dan Vladar,away,Calgary Flames,San Jose Sharks,59.0667,4,2.28
2021-12-08,Mackenzie Blackwood,home,New Jersey Devils,Philadelphia Flyers,59.8667,0,1.48
2021-12-08,Carter Hart,away,Philadelphia Flyers,New Jersey Devils,57.0167,2,2.34
2021-12-08,Adam Huska,home,New York Rangers,Colorado Avalanche,39.7,7,3.07
2021-12-08,Jonas Johansson,away,Colorado Avalanche,New York Rangers,1.55,0,0.01
2021-12-08,Darcy Kuemper,away,Colorado Avalanche,New York Rangers,58.4333,3,3.19
2021-12-08,Thatcher Demko,home,Vancouver Canucks,Boston Bruins,64.75,1,3.68
2021-12-08,Jeremy Swayman,away,Boston Bruins,Vancouver Canucks,65.0,1,2.18
2021-12-08,Laurent Brossoit,home,Vegas Golden Knights,Dallas Stars,32.25,1,0.98
2021-12-08,Robin Lehner,home,Vegas Golden Knights,Dallas Stars,27.6333,3,0.79
2021-12-08,Braden Holtby,away,Dallas Stars,Vegas Golden Knights,58.55,5,2.81
2021-12-09,Jack Campbell,home,Toronto Maple Leafs,Tampa Bay Lightning,58.6,4,2.66
2021-12-09,Andrei Vasilevskiy,away,Tampa Bay Lightning,Toronto Maple Leafs,59.9833,3,4.01
2021-12-09,Jake Allen,home,Montreal Canadiens,Chicago Blackhawks,57.2333,2,2.99
2021-12-09,Marc-Andre Fleury,away,Chicago Blackhawks,Montreal Canadiens,59.6167,0,1.77
2021-12-09,Semyon Varlamov,home,New York Islanders,Nashville Predators,59.8,4,3.0
2021-12-09,David Rittich,away,Nashville Predators,New York Islanders,60.0,3,2.13
2021-12-09,Elvis Merzlikins,home,Columbus Blue Jackets,Anaheim Ducks,65.0,1,2.22
2021-12-09,John Gibson,away,Anaheim Ducks,Columbus Blue Jackets,64.6167,1,3.2
2021-12-09,Charlie Lindgren,home,St Louis Blues,Detroit Red Wings,60.0,2,2.11
2021-12-09,Thomas Greiss,away,Detroit Red Wings,St Louis Blues,16.4167,2,0.47
2021-12-09,Alex Nedeljkovic,away,Detroit Red Wings,St Louis Blues,40.0,3,2.19
2021-12-09,Jacob Markstrom,home,Calgary Flames,Carolina Hurricanes,64.1167,2,2.07
2021-12-09,Frederik Andersen,away,Carolina Hurricanes,Calgary Flames,64.1167,1,2.27
2021-12-09,Stuart Skinner,home,Edmonton Oilers,Boston Bruins,57.7167,3,2.27
2021-12-09,Linus Ullmark,away,Boston Bruins,Edmonton Oilers,60.0,2,3.84
2021-12-09,Jonathan Quick,home,Los Angeles Kings,Dallas Stars,60.0,0,2.9
2021-12-09,Jake Oettinger,away,Dallas Stars,Los Angeles Kings,57.4167,2,3.15
2021-12-09,Adin Hill,home,San Jose Sharks,Minnesota Wild,59.0833,3,2.22
2021-12-09,Cam Talbot,away,Minnesota Wild,San Jose Sharks,59.5167,2,3.61
2021-12-09,Philipp Grubauer,home,Seattle Kraken,Winnipeg Jets,59.9333,3,2.67
2021-12-09,Connor Hellebuyck,away,Winnipeg Jets,Seattle Kraken,60.0,0,2.48
2021-12-10,Ukko-Pekka Luukkonen,home,Buffalo Sabres,New York Rangers,58.8,2,2.56
2021-12-10,Alexandar Georgiev,away,New York Rangers,Buffalo Sabres,60.0,1,2.45
