,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Season,Score
10908,322,322,322,322,2011-10-29,Tomas Vokoun,away,Washington Capitals,Vancouver Canucks,20.0,3,1.56,20112012,
10909,323,323,323,323,2011-10-29,Michal Neuvirth,away,Washington Capitals,Vancouver Canucks,40.0,4,2.14,20112012,
10910,324,324,324,324,2011-10-30,Steve Mason,home,Columbus Blue Jackets,Anaheim Ducks,59.9167,1,1.37,20112012,
10911,325,325,325,325,2011-10-30,Dan Ellis,away,Anaheim Ducks,Columbus Blue Jackets,58.9333,3,1.89,20112012,
10912,326,326,326,326,2011-10-30,Robin Lehner,home,Ottawa Senators,Toronto Maple Leafs,60.0,2,2.24,20112012,
10913,327,327,327,327,2011-10-30,Jonas Gustavsson,away,Toronto Maple Leafs,Ottawa Senators,58.5,3,2.68,20112012,
10914,328,328,328,328,2011-10-30,Semyon Varlamov,home,Colorado Avalanche,Los Angeles Kings,59.9833,2,2.86,20112012,
10915,329,329,329,329,2011-10-30,Jonathan Quick,away,Los Angeles Kings,Colorado Avalanche,59.2333,3,1.86,20112012,
10916,330,330,330,330,2011-10-30,Nikolai Khabibulin,home,Edmonton Oilers,St Louis Blues,60.0,2,2.55,20112012,
10917,331,331,331,331,2011-10-30,Jaroslav Halak,away,St Louis Blues,Edmonton Oilers,58.45,4,2.99,20112012,
10918,332,332,332,332,2011-10-31,Martin Biron,home,New York Rangers,San Jose Sharks,60.0,2,2.83,20112012,
10919,333,333,333,333,2011-10-31,Antti Niemi,away,San Jose Sharks,New York Rangers,59.95,5,4.29,20112012,
10920,334,334,334,334,2011-10-31,Jose Theodore,home,Florida Panthers,Winnipeg Jets,64.8333,3,1.63,20112012,
10921,335,335,335,335,2011-10-31,Ondrej Pavelec,away,Winnipeg Jets,Florida Panthers,64.15,3,2.38,20112012,
10922,336,336,336,336,2011-10-31,Corey Crawford,home,Chicago Blackhawks,Nashville Predators,61.8667,4,2.27,20112012,
10923,337,337,337,337,2011-10-31,Pekka Rinne,away,Nashville Predators,Chicago Blackhawks,62.3,5,3.79,20112012,
10924,338,338,338,338,2011-11-01,Tim Thomas,home,Boston Bruins,Ottawa Senators,59.9667,3,1.49,20112012,
10925,339,339,339,339,2011-11-01,Craig Anderson,away,Ottawa Senators,Boston Bruins,57.3667,5,3.12,20112012,
10926,340,340,340,340,2011-11-01,Tomas Vokoun,home,Washington Capitals,Anaheim Ducks,61.9667,4,1.39,20112012,
10927,341,341,341,341,2011-11-01,Jonas Hiller,away,Anaheim Ducks,Washington Capitals,62.3,5,2.47,20112012,
10928,342,342,342,342,2011-11-01,Cam Ward,home,Carolina Hurricanes,Tampa Bay Lightning,59.6333,2,3.65,20112012,
10929,343,343,343,343,2011-11-01,Dwayne Roloson,away,Tampa Bay Lightning,Carolina Hurricanes,59.0167,4,3.59,20112012,
10930,344,344,344,344,2011-11-01,Jimmy Howard,home,Detroit Red Wings,Minnesota Wild,61.55,2,2.77,20112012,
10931,345,345,345,345,2011-11-01,Josh Harding,away,Minnesota Wild,Detroit Red Wings,61.0667,1,3.0,20112012,
10932,346,346,346,346,2011-11-01,Miikka Kiprusoff,home,Calgary Flames,Vancouver Canucks,39.9167,5,1.82,20112012,
10933,347,347,347,347,2011-11-01,Henrik Karlsson,home,Calgary Flames,Vancouver Canucks,19.8167,0,0.22,20112012,
10934,348,348,348,348,2011-11-01,Roberto Luongo,away,Vancouver Canucks,Calgary Flames,60.0,1,2.26,20112012,
10935,349,349,349,349,2011-11-02,Jhonas Enroth,home,Buffalo Sabres,Philadelphia Flyers,52.75,0,1.2,20112012,
10936,350,350,350,350,2011-11-02,Ryan Miller,home,Buffalo Sabres,Philadelphia Flyers,6.3833,3,0.65,20112012,
10937,351,351,351,351,2011-11-02,Ilya Bryzgalov,away,Philadelphia Flyers,Buffalo Sabres,60.0,2,2.5,20112012,
10938,352,352,352,352,2011-11-02,Martin Brodeur,home,New Jersey Devils,Toronto Maple Leafs,58.5167,5,2.19,20112012,
10939,353,353,353,353,2011-11-02,Jonas Gustavsson,away,Toronto Maple Leafs,New Jersey Devils,60.0,3,1.67,20112012,
10940,354,354,354,354,2011-11-02,Semyon Varlamov,home,Colorado Avalanche,Phoenix Coyotes,59.8,3,2.04,20112012,
10941,355,355,355,355,2011-11-02,Mike Smith,away,Phoenix Coyotes,Colorado Avalanche,60.0,1,3.44,20112012,
10942,356,356,356,356,2011-11-03,Rick DiPietro,home,New York Islanders,Winnipeg Jets,58.8167,2,2.27,20112012,
10943,357,357,357,357,2011-11-03,Ondrej Pavelec,away,Winnipeg Jets,New York Islanders,60.0,0,3.74,20112012,
10944,358,358,358,358,2011-11-03,Henrik Lundqvist,home,New York Rangers,Anaheim Ducks,64.6333,1,2.64,20112012,
10945,359,359,359,359,2011-11-03,Jonas Hiller,away,Anaheim Ducks,New York Rangers,64.9833,1,3.81,20112012,
10946,360,360,360,360,2011-11-03,Sergei Bobrovsky,home,Philadelphia Flyers,New Jersey Devils,65.0,3,3.53,20112012,
10947,361,361,361,361,2011-11-03,Johan Hedberg,away,New Jersey Devils,Philadelphia Flyers,65.0,3,1.9,20112012,
10948,362,362,362,362,2011-11-03,Steve Mason,home,Columbus Blue Jackets,Toronto Maple Leafs,25.4333,4,0.48,20112012,
10949,363,363,363,363,2011-11-03,Allen York,home,Columbus Blue Jackets,Toronto Maple Leafs,34.4667,0,0.67,20112012,
10950,364,364,364,364,2011-11-03,Ben Scrivens,away,Toronto Maple Leafs,Columbus Blue Jackets,60.0,1,3.86,20112012,
10951,365,365,365,365,2011-11-03,Jacob Markstrom,home,Florida Panthers,Chicago Blackhawks,65.0,2,2.72,20112012,
10952,366,366,366,366,2011-11-03,Corey Crawford,away,Chicago Blackhawks,Florida Panthers,65.0,2,2.9,20112012,
10953,367,367,367,367,2011-11-03,Jimmy Howard,home,Detroit Red Wings,Calgary Flames,59.4,3,2.23,20112012,
10954,368,368,368,368,2011-11-03,Miikka Kiprusoff,away,Calgary Flames,Detroit Red Wings,60.0,1,2.6,20112012,
10955,369,369,369,369,2011-11-03,Josh Harding,home,Minnesota Wild,Vancouver Canucks,60.0,1,2.0,20112012,
10956,370,370,370,370,2011-11-03,Cory Schneider,away,Vancouver Canucks,Minnesota Wild,60.0,5,4.24,20112012,
10957,371,371,371,371,2011-11-03,Jason LaBarbera,home,Phoenix Coyotes,Nashville Predators,39.2833,2,2.61,20112012,
10958,372,372,372,372,2011-11-03,Pekka Rinne,away,Nashville Predators,Phoenix Coyotes,60.0,0,2.39,20112012,
10959,373,373,373,373,2011-11-03,Jonathan Quick,home,Los Angeles Kings,Edmonton Oilers,60.0,3,2.93,20112012,
10960,374,374,374,374,2011-11-03,Nikolai Khabibulin,away,Edmonton Oilers,Los Angeles Kings,60.0,0,1.45,20112012,
10961,375,375,375,375,2011-11-03,Thomas Greiss,home,San Jose Sharks,Pittsburgh Penguins,62.9333,1,1.82,20112012,
10962,376,376,376,376,2011-11-03,Antti Niemi,home,San Jose Sharks,Pittsburgh Penguins,2.0667,2,0.35,20112012,
10963,377,377,377,377,2011-11-03,Marc-Andre Fleury,away,Pittsburgh Penguins,San Jose Sharks,65.0,3,3.83,20112012,
10964,378,378,378,378,2011-11-04,Cam Ward,home,Carolina Hurricanes,Washington Capitals,60.0,5,2.82,20112012,
10965,379,379,379,379,2011-11-04,Michal Neuvirth,away,Washington Capitals,Carolina Hurricanes,59.7833,1,1.65,20112012,
10966,380,380,380,380,2011-11-04,Jhonas Enroth,home,Buffalo Sabres,Calgary Flames,60.0,1,2.55,20112012,
10967,381,381,381,381,2011-11-04,Henrik Karlsson,away,Calgary Flames,Buffalo Sabres,58.9333,2,3.26,20112012,
10968,382,382,382,382,2011-11-04,Craig Anderson,home,Ottawa Senators,Montreal Canadiens,58.35,2,1.94,20112012,
10969,383,383,383,383,2011-11-04,Carey Price,away,Montreal Canadiens,Ottawa Senators,60.0,1,2.2,20112012,
10970,384,384,384,384,2011-11-04,Dwayne Roloson,home,Tampa Bay Lightning,Chicago Blackhawks,64.1,4,2.22,20112012,
10971,385,385,385,385,2011-11-04,Ray Emery,away,Chicago Blackhawks,Tampa Bay Lightning,64.1,5,2.54,20112012,
10972,386,386,386,386,2011-11-04,Brian Elliott,home,St Louis Blues,Vancouver Canucks,60.0,2,2.88,20112012,
10973,387,387,387,387,2011-11-04,Roberto Luongo,away,Vancouver Canucks,St Louis Blues,58.7833,3,2.67,20112012,
10974,388,388,388,388,2011-11-04,Kari Lehtonen,home,Dallas Stars,Colorado Avalanche,63.9167,6,3.94,20112012,
10975,389,389,389,389,2011-11-04,Semyon Varlamov,away,Colorado Avalanche,Dallas Stars,63.9167,7,2.79,20112012,
10976,390,390,390,390,2011-11-05,Ben Scrivens,home,Toronto Maple Leafs,Boston Bruins,35.2,5,1.09,20112012,
10977,391,391,391,391,2011-11-05,Jonas Gustavsson,home,Toronto Maple Leafs,Boston Bruins,24.75,2,0.35,20112012,
10978,392,392,392,392,2011-11-05,Tim Thomas,away,Boston Bruins,Toronto Maple Leafs,59.9167,0,1.38,20112012,
10979,393,393,393,393,2011-11-05,Craig Anderson,home,Ottawa Senators,Buffalo Sabres,65.0,2,2.64,20112012,
10980,394,394,394,394,2011-11-05,Jhonas Enroth,away,Buffalo Sabres,Ottawa Senators,65.0,2,2.49,20112012,
10981,395,395,395,395,2011-11-05,Martin Brodeur,home,New Jersey Devils,Winnipeg Jets,61.4667,2,1.48,20112012,
10982,396,396,396,396,2011-11-05,Ondrej Pavelec,away,Winnipeg Jets,New Jersey Devils,61.4667,3,3.6,20112012,
10983,397,397,397,397,2011-11-05,Rick DiPietro,home,New York Islanders,Washington Capitals,59.65,3,2.5,20112012,
10984,398,398,398,398,2011-11-05,Tomas Vokoun,away,Washington Capitals,New York Islanders,59.2833,4,2.61,20112012,
10985,399,399,399,399,2011-11-05,Henrik Lundqvist,home,New York Rangers,Montreal Canadiens,59.65,3,3.81,20112012,
10986,400,400,400,400,2011-11-05,Carey Price,away,Montreal Canadiens,New York Rangers,59.4,4,3.27,20112012,
10987,401,401,401,401,2011-11-05,Ilya Bryzgalov,home,Philadelphia Flyers,Columbus Blue Jackets,59.9667,2,2.56,20112012,
10988,402,402,402,402,2011-11-05,Steve Mason,away,Columbus Blue Jackets,Philadelphia Flyers,53.15,7,2.73,20112012,
10989,403,403,403,403,2011-11-05,Allen York,away,Columbus Blue Jackets,Philadelphia Flyers,6.85,2,0.31,20112012,
10990,404,404,404,404,2011-11-05,Jimmy Howard,home,Detroit Red Wings,Anaheim Ducks,60.0,0,1.96,20112012,
10991,405,405,405,405,2011-11-05,Jonas Hiller,away,Anaheim Ducks,Detroit Red Wings,50.6167,5,4.03,20112012,
10992,406,406,406,406,2011-11-05,Dan Ellis,away,Anaheim Ducks,Detroit Red Wings,9.3833,0,0.61,20112012,
10993,407,407,407,407,2011-11-05,Josh Harding,home,Minnesota Wild,St Louis Blues,60.0,1,3.18,20112012,
10994,408,408,408,408,2011-11-05,Jaroslav Halak,away,St Louis Blues,Minnesota Wild,58.5667,2,2.57,20112012,
10995,409,409,409,409,2011-11-05,Mike Smith,home,Phoenix Coyotes,Edmonton Oilers,60.0,2,1.83,20112012,
10996,410,410,410,410,2011-11-05,Devan Dubnyk,away,Edmonton Oilers,Phoenix Coyotes,58.85,3,1.89,20112012,
10997,411,411,411,411,2011-11-05,Jonathan Quick,home,Los Angeles Kings,Pittsburgh Penguins,65.0,2,3.27,20112012,
10998,412,412,412,412,2011-11-05,Marc-Andre Fleury,away,Pittsburgh Penguins,Los Angeles Kings,65.0,2,2.72,20112012,
10999,413,413,413,413,2011-11-05,Antti Niemi,home,San Jose Sharks,Nashville Predators,62.7,4,2.06,20112012,
11000,414,414,414,414,2011-11-05,Pekka Rinne,away,Nashville Predators,San Jose Sharks,62.7333,3,3.43,20112012,
11001,415,415,415,415,2011-11-06,Cam Ward,home,Carolina Hurricanes,Dallas Stars,23.7833,4,1.09,20112012,
11002,416,416,416,416,2011-11-06,Brian Boucher,home,Carolina Hurricanes,Dallas Stars,36.2,1,0.8,20112012,
11003,417,417,417,417,2011-11-06,Kari Lehtonen,away,Dallas Stars,Carolina Hurricanes,60.0,2,3.27,20112012,
11004,418,418,418,418,2011-11-06,Jose Theodore,home,Florida Panthers,Tampa Bay Lightning,65.0,3,2.72,20112012,
11005,419,419,419,419,2011-11-06,Dwayne Roloson,away,Tampa Bay Lightning,Florida Panthers,49.65,0,1.87,20112012,
11006,420,420,420,420,2011-11-06,Mathieu Garon,away,Tampa Bay Lightning,Florida Panthers,15.35,3,0.47,20112012,
11007,421,421,421,421,2011-11-06,Martin Biron,home,New York Rangers,Winnipeg Jets,60.0,0,2.5,20112012,
11008,422,422,422,422,2011-11-06,Ondrej Pavelec,away,Winnipeg Jets,New York Rangers,58.5167,2,3.93,20112012,
11009,423,423,423,423,2011-11-06,Corey Crawford,home,Chicago Blackhawks,Vancouver Canucks,60.0,6,3.49,20112012,
11010,424,424,424,424,2011-11-06,Roberto Luongo,away,Vancouver Canucks,Chicago Blackhawks,60.0,2,3.6,20112012,
11011,425,425,425,425,2011-11-06,Semyon Varlamov,home,Colorado Avalanche,Calgary Flames,59.1333,2,1.32,20112012,
11012,426,426,426,426,2011-11-06,Miikka Kiprusoff,away,Calgary Flames,Colorado Avalanche,60.0,1,2.62,20112012,
11013,427,427,427,427,2011-11-07,Tuukka Rask,home,Boston Bruins,New York Islanders,60.0,2,1.75,20112012,
11014,428,428,428,428,2011-11-07,Evgeni Nabokov,away,New York Islanders,Boston Bruins,14.1167,3,0.98,20112012,
11015,429,429,429,429,2011-11-07,Al Montoya,away,New York Islanders,Boston Bruins,44.4667,2,1.66,20112012,
11016,430,430,430,430,2011-11-07,Antti Niemi,home,San Jose Sharks,Los Angeles Kings,59.65,2,2.86,20112012,
11017,431,431,431,431,2011-11-07,Jonathan Quick,away,Los Angeles Kings,San Jose Sharks,58.6333,4,3.95,20112012,
11018,432,432,432,432,2011-11-08,Ryan Miller,home,Buffalo Sabres,Winnipeg Jets,64.5333,5,3.11,20112012,
11019,433,433,433,433,2011-11-08,Ondrej Pavelec,away,Winnipeg Jets,Buffalo Sabres,64.5833,6,5.73,20112012,
11020,434,434,434,434,2011-11-08,Ben Scrivens,home,Toronto Maple Leafs,Florida Panthers,23.2167,2,0.77,20112012,
11021,435,435,435,435,2011-11-08,Jonas Gustavsson,home,Toronto Maple Leafs,Florida Panthers,36.7833,3,1.95,20112012,
11022,436,436,436,436,2011-11-08,Jose Theodore,away,Florida Panthers,Toronto Maple Leafs,59.9833,1,2.89,20112012,
11023,437,437,437,437,2011-11-08,Martin Brodeur,home,New Jersey Devils,Carolina Hurricanes,60.0,2,2.27,20112012,
11024,438,438,438,438,2011-11-08,Cam Ward,away,Carolina Hurricanes,New Jersey Devils,59.6333,3,3.66,20112012,
11025,439,439,439,439,2011-11-08,Michal Neuvirth,home,Washington Capitals,Dallas Stars,60.0,5,2.34,20112012,
11026,440,440,440,440,2011-11-08,Kari Lehtonen,away,Dallas Stars,Washington Capitals,60.0,2,1.36,20112012,
11027,441,441,441,441,2011-11-08,Carey Price,home,Montreal Canadiens,Edmonton Oilers,59.3333,2,2.09,20112012,
11028,442,442,442,442,2011-11-08,Nikolai Khabibulin,away,Edmonton Oilers,Montreal Canadiens,60.0,1,2.39,20112012,
11029,443,443,443,443,2011-11-08,Jimmy Howard,home,Detroit Red Wings,Colorado Avalanche,60.0,2,2.83,20112012,
11030,444,444,444,444,2011-11-08,Semyon Varlamov,away,Colorado Avalanche,Detroit Red Wings,26.8833,3,1.28,20112012,
11031,445,445,445,445,2011-11-08,Jean-Sebastien Giguere,away,Colorado Avalanche,Detroit Red Wings,32.1333,1,1.25,20112012,
11032,446,446,446,446,2011-11-08,Jaroslav Halak,home,St Louis Blues,Chicago Blackhawks,59.9167,0,2.94,20112012,
11033,447,447,447,447,2011-11-08,Corey Crawford,away,Chicago Blackhawks,St Louis Blues,59.9667,3,1.51,20112012,
11034,448,448,448,448,2011-11-08,Miikka Kiprusoff,home,Calgary Flames,Minnesota Wild,58.0167,2,2.16,20112012,
11035,449,449,449,449,2011-11-08,Niklas Backstrom,away,Minnesota Wild,Calgary Flames,59.9667,0,3.64,20112012,
11036,450,450,450,450,2011-11-08,Jonathan Bernier,home,Los Angeles Kings,Nashville Predators,59.8167,3,2.27,20112012,
11037,451,451,451,451,2011-11-08,Anders Lindback,away,Nashville Predators,Los Angeles Kings,58.55,4,2.81,20112012,
11038,452,452,452,452,2011-11-09,Craig Anderson,home,Ottawa Senators,New York Rangers,58.9833,3,1.47,20112012,
11039,453,453,453,453,2011-11-09,Henrik Lundqvist,away,New York Rangers,Ottawa Senators,60.0,2,1.52,20112012,
11040,454,454,454,454,2011-11-09,Dwayne Roloson,home,Tampa Bay Lightning,Philadelphia Flyers,62.2333,1,2.31,20112012,
11041,455,455,455,455,2011-11-09,Ilya Bryzgalov,away,Philadelphia Flyers,Tampa Bay Lightning,62.5,2,2.7,20112012,
11042,456,456,456,456,2011-11-09,Jonas Hiller,home,Anaheim Ducks,Nashville Predators,58.35,4,2.99,20112012,
11043,457,457,457,457,2011-11-09,Pekka Rinne,away,Nashville Predators,Anaheim Ducks,60.0,2,3.12,20112012,
11044,458,458,458,458,2011-11-10,Tuukka Rask,home,Boston Bruins,Edmonton Oilers,60.0,3,2.37,20112012,
11045,459,459,459,459,2011-11-10,Devan Dubnyk,away,Edmonton Oilers,Boston Bruins,59.7333,6,2.84,20112012,
11046,460,460,460,460,2011-11-10,Steve Mason,home,Columbus Blue Jackets,Chicago Blackhawks,59.7833,6,3.11,20112012,
11047,461,461,461,461,2011-11-10,Corey Crawford,away,Chicago Blackhawks,Columbus Blue Jackets,59.9833,3,3.44,20112012,
11048,462,462,462,462,2011-11-10,Jaroslav Halak,home,St Louis Blues,Toronto Maple Leafs,64.95,2,2.57,20112012,
11049,463,463,463,463,2011-11-10,Ben Scrivens,away,Toronto Maple Leafs,St Louis Blues,65.0,2,4.05,20112012,
11050,464,464,464,464,2011-11-10,Ondrej Pavelec,home,Winnipeg Jets,Florida Panthers,40.0,4,1.83,20112012,
11051,465,465,465,465,2011-11-10,Peter Mannino,home,Winnipeg Jets,Florida Panthers,19.85,0,0.22,20112012,
11052,466,466,466,466,2011-11-10,Jose Theodore,away,Florida Panthers,Winnipeg Jets,59.5333,2,2.54,20112012,
11053,467,467,467,467,2011-11-10,Jean-Sebastien Giguere,home,Colorado Avalanche,New York Islanders,62.65,3,2.25,20112012,
11054,468,468,468,468,2011-11-10,Al Montoya,away,New York Islanders,Colorado Avalanche,62.2833,4,4.94,20112012,
11055,469,469,469,469,2011-11-10,Mike Smith,home,Phoenix Coyotes,Montreal Canadiens,61.7333,3,3.47,20112012,
11056,470,470,470,470,2011-11-10,Carey Price,away,Montreal Canadiens,Phoenix Coyotes,61.75,2,2.67,20112012,
11057,471,471,471,471,2011-11-10,Jonathan Quick,home,Los Angeles Kings,Vancouver Canucks,58.95,3,3.2,20112012,
11058,472,472,472,472,2011-11-10,Roberto Luongo,away,Vancouver Canucks,Los Angeles Kings,59.9333,2,2.93,20112012,
11059,473,473,473,473,2011-11-10,Antti Niemi,home,San Jose Sharks,Minnesota Wild,59.9,1,2.0,20112012,
11060,474,474,474,474,2011-11-10,Niklas Backstrom,away,Minnesota Wild,San Jose Sharks,58.75,3,3.24,20112012,
11061,475,475,475,475,2011-11-11,Martin Brodeur,home,New Jersey Devils,Washington Capitals,58.05,3,1.44,20112012,
11062,476,476,476,476,2011-11-11,Tomas Vokoun,away,Washington Capitals,New Jersey Devils,59.9167,1,1.98,20112012,
11063,477,477,477,477,2011-11-11,Henrik Lundqvist,home,New York Rangers,Carolina Hurricanes,60.0,1,2.81,20112012,
11064,478,478,478,478,2011-11-11,Cam Ward,away,Carolina Hurricanes,New York Rangers,60.0,5,4.09,20112012,
11065,479,479,479,479,2011-11-11,Marc-Andre Fleury,home,Pittsburgh Penguins,Dallas Stars,59.75,1,1.54,20112012,
11066,480,480,480,480,2011-11-11,Kari Lehtonen,away,Dallas Stars,Pittsburgh Penguins,58.7667,3,2.59,20112012,
11067,481,481,481,481,2011-11-11,Jhonas Enroth,home,Buffalo Sabres,Ottawa Senators,60.0,1,2.38,20112012,
11068,482,482,482,482,2011-11-11,Alex Auld,away,Ottawa Senators,Buffalo Sabres,57.5833,3,1.39,20112012,
11069,483,483,483,483,2011-11-11,Craig Anderson,away,Ottawa Senators,Buffalo Sabres,2.4167,2,0.8,20112012,
11070,484,484,484,484,2011-11-11,Jimmy Howard,home,Detroit Red Wings,Edmonton Oilers,60.0,0,1.75,20112012,
11071,485,485,485,485,2011-11-11,Nikolai Khabibulin,away,Edmonton Oilers,Detroit Red Wings,60.0,3,2.87,20112012,
11072,486,486,486,486,2011-11-11,Ray Emery,home,Chicago Blackhawks,Calgary Flames,60.0,1,2.44,20112012,
11073,487,487,487,487,2011-11-11,Miikka Kiprusoff,away,Calgary Flames,Chicago Blackhawks,58.8167,3,2.18,20112012,
11074,488,488,488,488,2011-11-11,Jonas Hiller,home,Anaheim Ducks,Vancouver Canucks,60.0,3,3.47,20112012,
11075,489,489,489,489,2011-11-11,Roberto Luongo,away,Vancouver Canucks,Anaheim Ducks,40.0,4,1.75,20112012,
11076,490,490,490,490,2011-11-11,Cory Schneider,away,Vancouver Canucks,Anaheim Ducks,18.9333,0,0.09,20112012,
11077,491,491,491,491,2011-11-12,Tim Thomas,home,Boston Bruins,Buffalo Sabres,60.0,2,1.14,20112012,
11078,492,492,492,492,2011-11-12,Jhonas Enroth,away,Buffalo Sabres,Boston Bruins,19.7333,3,1.17,20112012,
11079,493,493,493,493,2011-11-12,Ryan Miller,away,Buffalo Sabres,Boston Bruins,40.0,3,1.44,20112012,
11080,494,494,494,494,2011-11-12,Ben Scrivens,home,Toronto Maple Leafs,Ottawa Senators,59.5,3,1.84,20112012,
11081,495,495,495,495,2011-11-12,Craig Anderson,away,Ottawa Senators,Toronto Maple Leafs,59.9167,2,2.67,20112012,
11082,496,496,496,496,2011-11-12,Michal Neuvirth,home,Washington Capitals,New Jersey Devils,65.0,2,2.99,20112012,
11083,497,497,497,497,2011-11-12,Johan Hedberg,away,New Jersey Devils,Washington Capitals,64.9833,2,1.91,20112012,
11084,498,498,498,498,2011-11-12,Cam Ward,home,Carolina Hurricanes,Pittsburgh Penguins,60.0,3,3.96,20112012,
11085,499,499,499,499,2011-11-12,Brent Johnson,away,Pittsburgh Penguins,Carolina Hurricanes,58.5167,5,2.81,20112012,
11086,500,500,500,500,2011-11-12,Jimmy Howard,home,Detroit Red Wings,Dallas Stars,60.0,2,2.6,20112012,
11087,501,501,501,501,2011-11-12,Andrew Raycroft,away,Dallas Stars,Detroit Red Wings,60.0,5,2.41,20112012,
11088,502,502,502,502,2011-11-12,Steve Mason,home,Columbus Blue Jackets,Winnipeg Jets,59.9167,1,2.63,20112012,
11089,503,503,503,503,2011-11-12,Ondrej Pavelec,away,Winnipeg Jets,Columbus Blue Jackets,61.1667,2,1.92,20112012,
11090,504,504,504,504,2011-11-12,Pekka Rinne,home,Nashville Predators,Montreal Canadiens,62.5167,2,1.61,20112012,
11091,505,505,505,505,2011-11-12,Peter Budaj,away,Montreal Canadiens,Nashville Predators,62.2833,1,2.21,20112012,
11092,506,506,506,506,2011-11-12,Brian Elliott,home,St Louis Blues,Tampa Bay Lightning,59.85,0,2.15,20112012,
11093,507,507,507,507,2011-11-12,Mathieu Garon,away,Tampa Bay Lightning,St Louis Blues,57.95,3,2.44,20112012,
11094,508,508,508,508,2011-11-12,Semyon Varlamov,home,Colorado Avalanche,Calgary Flames,58.15,4,1.17,20112012,
11095,509,509,509,509,2011-11-12,Miikka Kiprusoff,away,Calgary Flames,Colorado Avalanche,59.65,3,2.36,20112012,
11096,510,510,510,510,2011-11-12,Jonathan Quick,home,Los Angeles Kings,Minnesota Wild,59.6667,2,2.11,20112012,
11097,511,511,511,511,2011-11-12,Niklas Backstrom,away,Minnesota Wild,Los Angeles Kings,28.2667,1,0.97,20112012,
11098,512,512,512,512,2011-11-12,Josh Harding,away,Minnesota Wild,Los Angeles Kings,31.7333,4,1.57,20112012,
11099,513,513,513,513,2011-11-12,Thomas Greiss,home,San Jose Sharks,Phoenix Coyotes,59.8833,3,1.97,20112012,
11100,514,514,514,514,2011-11-12,Mike Smith,away,Phoenix Coyotes,San Jose Sharks,59.8833,0,3.35,20112012,
11101,515,515,515,515,2011-11-13,Jose Theodore,home,Florida Panthers,Philadelphia Flyers,58.6667,3,3.03,20112012,
11102,516,516,516,516,2011-11-13,Ilya Bryzgalov,away,Philadelphia Flyers,Florida Panthers,60.0,2,2.73,20112012,
11103,517,517,517,517,2011-11-13,Corey Crawford,home,Chicago Blackhawks,Edmonton Oilers,59.85,3,1.88,20112012,
11104,518,518,518,518,2011-11-13,Nikolai Khabibulin,away,Edmonton Oilers,Chicago Blackhawks,59.8,5,3.22,20112012,
11105,519,519,519,519,2011-11-13,Jonas Hiller,home,Anaheim Ducks,Minnesota Wild,20.1167,3,1.59,20112012,
11106,520,520,520,520,2011-11-13,Dan Ellis,home,Anaheim Ducks,Minnesota Wild,37.7167,0,1.48,20112012,
11107,521,521,521,521,2011-11-13,Niklas Backstrom,away,Minnesota Wild,Anaheim Ducks,60.0,2,3.99,20112012,
11108,522,522,522,522,2011-11-13,Roberto Luongo,home,Vancouver Canucks,New York Islanders,59.7333,1,1.71,20112012,
11109,523,523,523,523,2011-11-13,Evgeni Nabokov,away,New York Islanders,Vancouver Canucks,59.35,3,2.68,20112012,
11110,524,524,524,524,2011-11-14,Cam Ward,home,Carolina Hurricanes,Philadelphia Flyers,26.9667,4,1.7,20112012,
11111,525,525,525,525,2011-11-14,Brian Boucher,home,Carolina Hurricanes,Philadelphia Flyers,31.6833,1,1.43,20112012,
11112,526,526,526,526,2011-11-14,Sergei Bobrovsky,away,Philadelphia Flyers,Carolina Hurricanes,59.8833,3,2.2,20112012,
11113,527,527,527,527,2011-11-14,Carey Price,home,Montreal Canadiens,Buffalo Sabres,65.0,2,2.43,20112012,
11114,528,528,528,528,2011-11-14,Jhonas Enroth,away,Buffalo Sabres,Montreal Canadiens,64.5833,2,3.03,20112012,
11115,529,529,529,529,2011-11-14,Ondrej Pavelec,home,Winnipeg Jets,Tampa Bay Lightning,60.0,2,3.54,20112012,
11116,530,530,530,530,2011-11-14,Dwayne Roloson,away,Tampa Bay Lightning,Winnipeg Jets,32.15,4,2.01,20112012,
11117,531,531,531,531,2011-11-14,Mathieu Garon,away,Tampa Bay Lightning,Winnipeg Jets,27.7667,1,1.24,20112012,
11118,532,532,532,532,2011-11-15,Tim Thomas,home,Boston Bruins,New Jersey Devils,60.0,3,2.9,20112012,
11119,533,533,533,533,2011-11-15,Johan Hedberg,away,New Jersey Devils,Boston Bruins,59.15,4,3.01,20112012,
11120,534,534,534,534,2011-11-15,Ben Scrivens,home,Toronto Maple Leafs,Phoenix Coyotes,65.0,2,2.35,20112012,
11121,535,535,535,535,2011-11-15,Mike Smith,away,Phoenix Coyotes,Toronto Maple Leafs,65.0,2,2.19,20112012,
11122,536,536,536,536,2011-11-15,Evgeni Nabokov,home,New York Islanders,New York Rangers,59.0167,3,4.15,20112012,
11123,537,537,537,537,2011-11-15,Henrik Lundqvist,away,New York Rangers,New York Islanders,59.8,2,3.12,20112012,
11124,538,538,538,538,2011-11-15,Marc-Andre Fleury,home,Pittsburgh Penguins,Colorado Avalanche,60.0,3,1.92,20112012,
