id,player_id,team_id,season_id,first_name,last_name,full_name,season_abbreviation,team_abbreviation,position,jersey_number,handedness,rookie,captaincy,age,draft_plus_minus,draft_plus_minus_string,draft_year,games_played,game_score,game_score_pg,goals_created,off_point_shares,def_point_shares,point_shares
,1438,,12,Jiri,Tlusty,Jiri Tlusty,07-08,TOR,LW,,L,true,,19.51,2,+2,2006,14,15.83,1.13,,,,
,6715,,68,Garrett,Pilon,Garrett Pilon,20-21,HER,RW,,R,false,,22.44,5,+5,2016,14,15.83,1.13,,,,
,3130,,16,Tim,Miller,Tim Miller,08-09,SYR,RW,,R,true,,21.55,4,+4,2005,1,1.13,1.13,,,,
,4560,,37,Barry,Almeida,Barry Almeida,11-12,HER,F,,L,true,,22.83,5,+5,2007,1,1.13,1.13,,,,
,2464,,16,Janne,Pesonen,Janne Pesonen,08-09,WBS,LW,,L,false,,26.37,9,+9,2000,70,79.07,1.13,,,,
,2030,,12,Teddy,Purcell,Teddy Purcell,07-08,MCH,RW,,R,true,,22.03,5,+5,2003,67,75.62,1.13,,,,
,6057,,68,Riley,Barber,Riley Barber,20-21,GR,RW,,R,false,,26.62,9,+9,2012,32,36.09,1.13,,,,
,4479,,65,Alan,Quine,Alan Quine,19-20,STK,C,,L,false,,26.57,9,+9,2011,38,42.79,1.13,,,,
,1913,,12,Derick,Brassard,Derick Brassard,07-08,SYR,C,,L,true,,19.99,2,+2,2006,42,47.1,1.12,,,,
,1000,,16,Chris,Minard,Chris Minard,08-09,WBS,LW,,L,false,,26.84,9,+9,2000,54,60.51,1.12,,,,
,6335,,61,Pavel,Zacha,Pavel Zacha,18-19,BNG,C,,L,false,,21.46,4,+4,2015,4,4.48,1.12,,,,
,4551,,43,Mika,Zibanejad,Mika Zibanejad,13-14,BNG,C,,R,false,,20.42,3,+3,2011,6,6.72,1.12,,,,
,7669,,77,Trey,Fix-Wolansky,Trey Fix-Wolansky,22-23,CLE,RW,,R,false,,23.32,6,+6,2017,55,61.56,1.12,,,,
,7345,,77,Alex,Barré-Boulet,Alex Barré-Boulet,22-23,SYR,C,,L,false,,25.34,8,+8,2015,63,70.48,1.12,,,,
,7707,,65,Barrett,Hayton,Barrett Hayton,19-20,TUC,C,,L,true,,19.28,2,+2,2018,5,5.58,1.12,,,,
,8667,,77,Ian,Mitchell,Ian Mitchell,22-23,RFD,D,,R,,,23.67,6,+6,2017,5,5.58,1.12,,,,
,1765,,43,Jack,Skille,Jack Skille,13-14,SPR,RW,,R,false,,26.35,9,+9,2005,22,24.54,1.12,,,,
,2689,,43,Chuck,Kobasew,Chuck Kobasew,13-14,WBS,RW,,L,false,,31.44,14,+14,2000,12,13.36,1.11,,,,
,7337,,68,Brian,Pinho,Brian Pinho,20-21,HER,RW,,R,false,,25.37,8,+8,2013,10,11.13,1.11,,,,
,4552,,61,Reid,Boucher,Reid Boucher,18-19,UTI,LW,,L,false,,25.04,8,+8,2011,56,62.3,1.11,,,,
,6733,,68,Matt,Luff,Matt Luff,20-21,ONT,RW,,R,false,,23.38,6,+6,2015,4,4.45,1.11,,,,
,5974,,54,Brendan,Perlini,Brendan Perlini,16-17,TUC,LW,,L,true,,20.4,3,+3,2014,17,18.89,1.11,,,,
,5805,,51,William,Nylander,William Nylander,15-16,TOR,C,,R,false,,19.39,2,+2,2014,38,42.2,1.11,,,,
,7616,,73,Philipp,Kurashev,Philipp Kurashev,21-22,RFD,C,,L,false,,21.94,4,+4,2018,3,3.33,1.11,,,,
,4430,,54,Brad,Hunt,Brad Hunt,16-17,CHI,D,,L,false,,28.08,11,+11,2006,23,25.52,1.11,,,,
,4813,,51,Alexander,Khokhlachev,Alexander Khokhlachev,15-16,PRO,C,,L,false,,22.03,5,+5,2011,60,66.51,1.11,,,,
,6268,,77,Mark,Jankowski,Mark Jankowski,22-23,MIL,C,,L,,,28.02,11,+11,2012,9,9.96,1.11,,,,
,6681,,68,Vinni,Lettieri,Vinni Lettieri,20-21,SD,RW,,R,false,,25.62,8,+8,2013,22,24.33,1.11,,,,
,7082,,57,Lukas,Jasek,Lukas Jasek,17-18,UTI,RW,,R,true,,20.06,3,+3,2015,6,6.63,1.11,,,,
,6856,,73,Sheldon,Dries,Sheldon Dries,21-22,ABB,C,,L,false,,27.42,10,+10,2012,54,59.66,1.1,,,,
,2462,,34,Brett,MacLean,Brett MacLean,10-11,SA,RW,,R,false,,21.74,4,+4,2007,32,35.35,1.1,,,,
,6454,,57,Lucas,Wallmark,Lucas Wallmark,17-18,CHA,C,,L,false,,22.04,5,+5,2013,45,49.69,1.1,,,,
,2350,,54,Chris,Terry,Chris Terry,16-17,STJ,LW,,L,false,,27.46,10,+10,2007,58,64.01,1.1,,,,
,5018,,61,Martin,Frk,Martin Frk,18-19,GR,RW,,R,false,,24.96,7,+7,2012,13,14.34,1.1,,,,
,7302,,73,Sean,Durzi,Sean Durzi,21-22,ONT,D,,R,false,,22.92,5,+5,2017,13,14.33,1.1,,,,
,6476,,57,Andrew,Mangiapane,Andrew Mangiapane,17-18,STK,LW,,L,false,,21.46,4,+4,2014,39,42.96,1.1,,,,
,4940,,48,John,Klingberg,John Klingberg,14-15,TEX,D,,R,true,,22.1,5,+5,2010,10,11.01,1.1,,,,
,7128,,57,Kristian,Pospisil,Kristian Pospisil,17-18,TOR,F,,L,true,,21.41,4,+4,2014,2,2.2,1.1,,,,
,6146,,65,Nic,Petan,Nic Petan,19-20,TOR,LW,,L,false,,24.5,7,+7,2013,25,27.49,1.1,,,,
,6146,,77,Nic,Petan,Nic Petan,22-23,IA,C,,L,false,,27.5,10,+10,2013,49,53.86,1.1,,,,
,6331,,51,Tyler,Motte,Tyler Motte,15-16,RFD,F,,L,true,,20.53,3,+3,2013,5,5.48,1.1,,,,
,6146,,73,Nic,Petan,Nic Petan,21-22,ABB,C,,L,false,,26.5,9,+9,2013,37,40.52,1.1,,,,
,5697,,48,David,Pastrnak,David Pastrnak,14-15,PRO,RW,,R,true,,18.32,1,+1,2014,25,27.37,1.09,,,,
,2041,,30,Jerome,Samson,Jerome Samson,09-10,ALB,RW,,R,false,,22.05,5,+5,2005,74,81.0,1.09,,,,
,6955,,65,Anders,Bjork,Anders Bjork,19-20,PRO,LW,,L,false,,23.13,6,+6,2014,7,7.65,1.09,,,,
,5080,,73,Seth,Griffith,Seth Griffith,21-22,BAK,RW,,R,false,,28.72,11,+11,2011,64,69.88,1.09,,,,
,4557,,43,Emerson,Etem,Emerson Etem,13-14,NOR,RW,,L,false,,21.26,4,+4,2010,50,54.55,1.09,,,,
,2017,,12,Vladimir,Sobotka,Vladimir Sobotka,07-08,PRO,C,,L,true,,20.22,3,+3,2005,18,19.63,1.09,,,,
,681,,34,Mark,Mancari,Mark Mancari,10-11,POR,RW,,R,false,,25.2,8,+8,2003,29,31.54,1.09,,,,
,4672,,43,Michael,Bournival,Michael Bournival,13-14,HAM,C,,L,false,,21.31,4,+4,2010,3,3.26,1.09,,,,
,1137,,16,Tim,Stapleton,Tim Stapleton,08-09,TOR,C,,R,false,,26.21,9,+9,2000,70,76.04,1.09,,,,
,2432,,34,Dustin,Jeffrey,Dustin Jeffrey,10-11,WBS,C,,L,false,,22.56,5,+5,2006,29,31.48,1.09,,,,
,4479,,61,Alan,Quine,Alan Quine,18-19,STK,C,,L,false,,25.57,8,+8,2011,41,44.44,1.08,,,,
,3676,,57,Gabriel,Dumont,Gabriel Dumont,17-18,SYR,C,,R,false,,26.96,9,+9,2009,18,19.49,1.08,,,,
,6586,,61,Jesse,Puljujarvi,Jesse Puljujarvi,18-19,BAK,RW,,R,false,,20.37,3,+3,2016,4,4.33,1.08,,,,
,1347,,16,Jason,Krog,Jason Krog,08-09,MTB,C,,R,false,,32.96,15,+15,1994,74,80.06,1.08,,,,
,6696,,54,Mark,Friedman,Mark Friedman,16-17,LV,D,,R,true,,20.74,3,+3,2014,1,1.08,1.08,,,,
,9671,,77,Topi,Niemelä,Topi Niemelä,22-23,TOR,D,,R,true,,20.49,3,+3,2020,1,1.08,1.08,,,,
,5540,,68,T.J.,Tynan,T.J. Tynan,20-21,COL,C,,R,false,,28.58,11,+11,2010,27,29.15,1.08,,,,
,2780,,16,Mike,Sillinger,Mike Sillinger,08-09,BRI,C,,R,false,,37.24,20,+20,1989,3,3.23,1.08,,,,
,6813,,68,Dominic,Toninato,Dominic Toninato,20-21,MB,C,,L,false,,26.54,9,+9,2012,3,3.23,1.08,,,,
,4552,,57,Reid,Boucher,Reid Boucher,17-18,UTI,LW,,L,false,,24.04,7,+7,2011,45,48.4,1.08,,,,
,1799,,43,Trevor,Smith,Trevor Smith,13-14,TOR,C,,L,false,,28.62,11,+11,2003,24,25.77,1.07,,,,
,4109,,54,Taylor,Beck,Taylor Beck,16-17,BAK/HFD,RW,,R,false,,25.36,8,+8,2009,56,60.08,1.07,,,,
,3099,,30,Jordan,Eberle,Jordan Eberle,09-10,SPR,C,,R,true,,19.35,2,+2,2008,11,11.79,1.07,,,,
,6670,,54,Aleksi,Saarela,Aleksi Saarela,16-17,CHA,C,,L,true,,19.7,2,+2,2015,9,9.64,1.07,,,,
,7079,,77,Mikey,Eyssimont,Mikey Eyssimont,22-23,MB,LW,,L,,,26.03,9,+9,2014,9,9.64,1.07,,,,
,5553,,51,Scott,Wilson,Scott Wilson,15-16,WBS,LW,,L,false,,23.41,6,+6,2010,34,36.38,1.07,,,,
,6130,,54,Anton,Slepyshev,Anton Slepyshev,16-17,BAK,LW,,R,false,,22.36,5,+5,2012,9,9.63,1.07,,,,
,7532,,73,Joe,Snively,Joe Snively,21-22,HER,LW,,L,false,,25.72,8,+8,2014,35,37.42,1.07,,,,
,8627,,77,Drew,O’Connor,Drew O’Connor,22-23,WBS,LW,,L,,,24.28,7,+7,2016,20,21.37,1.07,,,,
,227,,12,Jason,Jaffray,Jason Jaffray,07-08,MTB,LW,,L,false,,26.23,9,+9,1999,43,45.94,1.07,,,,
,3783,,73,Riley,Nash,Riley Nash,21-22,SYR,C,,R,false,,32.38,15,+15,2007,17,18.15,1.07,,,,
,9546,,77,Kirill,Marchenko,Kirill Marchenko,22-23,CLE,RW,,R,,,22.17,5,+5,2018,16,17.08,1.07,,,,
,5065,,48,Nick,Shore,Nick Shore,14-15,MCH,C,,R,false,,21.98,4,+4,2011,38,40.56,1.07,,,,
,2067,,30,T.J.,Hensick,T.J. Hensick,09-10,LE,C,,R,false,,23.78,6,+6,2004,58,61.89,1.07,,,,
,5961,,68,Jonny,Brodzinski,Jonny Brodzinski,20-21,HFD,RW,,R,false,,27.26,10,+10,2011,14,14.93,1.07,,,,
,6074,,57,Evan,Rodrigues,Evan Rodrigues,17-18,RCH,C,,R,false,,24.15,7,+7,2011,8,8.53,1.07,,,,
,8511,,68,John,Leonard,John Leonard,20-21,SJ,LW,,L,true,,22.12,5,+5,2016,2,2.13,1.07,,,,
,9676,,77,Sam,Malinski,Sam Malinski,22-23,COL,D,,R,true,,24.15,7,+7,2016,2,2.13,1.07,,,,
,64,,12,Pierre-Alexandre,Parenteau,Pierre-Alexandre Parenteau,07-08,HFD,RW,,R,false,,24.5,7,+7,2001,75,79.83,1.06,,,,
,557,,34,Marc-Antoine,Pouliot,Marc-Antoine Pouliot,10-11,NOR,C,,R,false,,25.33,8,+8,2003,23,24.44,1.06,,,,
,3608,,30,Erik,Gustafsson,Erik Gustafsson,09-10,ADK,D,,L,true,,20.76,3,+3,2007,5,5.31,1.06,,,,
,5005,,48,Anders,Lee,Anders Lee,14-15,BRI,LW,,L,false,,24.22,7,+7,2008,5,5.3,1.06,,,,
,7518,,61,Alexandre,Texier,Alexandre Texier,18-19,CLE,C,,L,false,,19.02,2,+2,2017,7,7.41,1.06,,,,
,6212,,77,Andrew,Poturalski,Andrew Poturalski,22-23,CV,C,,R,false,,28.69,11,+11,2012,38,40.22,1.06,,,,
,4489,,57,Spencer,Abbott,Spencer Abbott,17-18,SD,RW,,R,false,,29.4,12,+12,2006,17,17.99,1.06,,,,
,2006,,16,James,Neal,James Neal,08-09,MTB,LW,,L,false,,21.05,4,+4,2005,5,5.29,1.06,,,,
,5738,,54,Anthony,Mantha,Anthony Mantha,16-17,GR,LW,,L,false,,22.01,4,+4,2013,10,10.58,1.06,,,,
,5974,,73,Brendan,Perlini,Brendan Perlini,21-22,BAK,LW,,L,false,,25.4,8,+8,2014,18,19.04,1.06,,,,
,8734,,68,Ben,McCartney,Ben McCartney,20-21,TUC,LW,,L,true,,19.19,2,+2,2019,4,4.23,1.06,,,,
,402,,12,Joakim,Lindstrom,Joakim Lindstrom,07-08,SYR,LW,,L,false,,23.79,6,+6,2002,49,51.73,1.06,,,,
,8744,,77,Jakob,Pelletier,Jakob Pelletier,22-23,CGY,LW,,L,,,21.54,4,+4,2019,33,34.83,1.06,,,,
,1484,,12,David,Krejci,David Krejci,07-08,PRO,C,,R,false,,21.4,4,+4,2004,25,26.36,1.05,,,,
,2690,,73,Eric,Staal,Eric Staal,21-22,IA,C,,L,false,,36.9,19,+19,2003,4,4.21,1.05,,,,
,5961,,57,Jonny,Brodzinski,Jonny Brodzinski,17-18,ONT,RW,,R,false,,24.26,7,+7,2011,29,30.51,1.05,,,,
,1758,,34,Kyle,Greentree,Kyle Greentree,10-11,HER,LW,,L,false,,26.85,9,+9,2002,28,29.44,1.05,,,,
,3543,,61,Zac,Dalpe,Zac Dalpe,18-19,CLE,C,,R,false,,28.89,11,+11,2008,55,57.81,1.05,,,,
,6119,,51,Mikko,Rantanen,Mikko Rantanen,15-16,SA,LW,,L,true,,18.89,1,+1,2015,52,54.64,1.05,,,,
,152,,30,Johnny,Boychuk,Johnny Boychuk,09-10,PRO,D,,R,false,,25.67,8,+8,2002,2,2.1,1.05,,,,
,1349,,73,Jordan,Lavallee-Smotherman,Jordan Lavallee-Smotherman,21-22,SPR,LW,,L,false,,35.37,18,+18,2004,1,1.05,1.05,,,,
,2397,,34,Eric,Castonguay,Eric Castonguay,10-11,BRI,LW,,L,false,,23.01,5,+5,2006,1,1.05,1.05,,,,
,3128,,16,Taylor,Ellington,Taylor Ellington,08-09,MTB,D,,L,true,,19.89,2,+2,2007,1,1.05,1.05,,,,
,4533,,54,Zach,O'Brien,Zach O'Brien,16-17,BNG,C,,R,false,,24.23,7,+7,2010,1,1.05,1.05,,,,
,4599,,40,Ryan,Nugent-Hopkins,Ryan Nugent-Hopkins,12-13,OKC,C,,L,false,,19.44,2,+2,2011,19,19.95,1.05,,,,
,5837,,54,Frank,Vatrano,Frank Vatrano,16-17,PRO,C,,L,false,,22.52,5,+5,2012,2,2.1,1.05,,,,
,6161,,51,Jiri,Sekac,Jiri Sekac,15-16,SD,LW,,L,false,,23.28,6,+6,2010,1,1.05,1.05,,,,
,7868,,68,Mikhail,Maltsev,Mikhail Maltsev,20-21,BNG,LW,,L,false,,22.53,5,+5,2016,1,1.05,1.05,,,,
,832,,12,Jeff,Hamilton,Jeff Hamilton,07-08,ALB,RW,,R,false,,30.05,13,+13,1995,9,9.45,1.05,,,,
,7927,,77,Rem,Pitlick,Rem Pitlick,22-23,LAV,C,,L,,,25.47,8,+8,2015,18,18.9,1.05,,,,
,6491,,57,Jack,Roslovic,Jack Roslovic,17-18,MB,C,,R,false,,20.64,3,+3,2015,32,33.53,1.05,,,,
,4552,,51,Reid,Boucher,Reid Boucher,15-16,ALB,LW,,L,false,,22.03,5,+5,2011,34,35.6,1.05,,,,
,1227,,30,Benoit,Pouliot,Benoit Pouliot,09-10,HAM,LW,,L,false,,22.98,5,+5,2005,3,3.14,1.05,,,,
,6098,,77,Chase,De Leo,Chase De Leo,22-23,SD,LW,,L,false,,26.91,9,+9,2014,19,19.88,1.05,,,,
,1234,,12,Drew,Miller,Drew Miller,07-08,POR,LW,,L,false,,23.59,6,+6,2002,31,32.42,1.05,,,,
,1675,,48,Rene,Bourque,Rene Bourque,14-15,HAM,LW,,L,false,,32.79,15,+15,2000,4,4.18,1.05,,,,
,1795,,34,David,Desharnais,David Desharnais,10-11,HAM,C,,L,false,,24.02,7,+7,2004,34,35.49,1.04,,,,
,7794,,65,Josh,Norris,Josh Norris,19-20,BEL,C,,L,true,,20.38,3,+3,2017,56,58.43,1.04,,,,
,6798,,65,Rudolfs,Balcers,Rudolfs Balcers,19-20,BEL,LW,,L,false,,22.45,5,+5,2015,33,34.43,1.04,,,,
,7348,,68,Ross,Colton,Ross Colton,20-21,SYR,C,,L,false,,24.03,7,+7,2014,3,3.13,1.04,,,,
,3388,,30,Jesse,Winchester,Jesse Winchester,09-10,BNG,C,,R,false,,25.97,8,+8,2002,4,4.17,1.04,,,,
,939,,12,Pascal,Pelletier,Pascal Pelletier,07-08,PRO,LW,,L,false,,24.27,7,+7,2001,73,76.02,1.04,,,,
,5671,,65,Daniel,Carr,Daniel Carr,19-20,MIL,LW,,L,false,,27.89,10,+10,2010,47,48.94,1.04,,,,
,6802,,65,Radim,Simek,Radim Simek,19-20,SJ,D,,L,false,,27.0,9,+9,2011,2,2.08,1.04,,,,
,2402,,61,Chris,Mueller,Chris Mueller,18-19,TOR,C,,R,false,,32.55,15,+15,2004,60,62.38,1.04,,,,
,6292,,77,Jansen,Harkins,Jansen Harkins,22-23,MB,C,,L,false,,25.33,8,+8,2015,38,39.5,1.04,,,,
,8807,,73,Matias,Maccelli,Matias Maccelli,21-22,TUC,F,,L,true,,20.93,3,+3,2019,47,48.82,1.04,,,,
,8889,,77,Jesper,Froden,Jesper Froden,22-23,CV,RW,,R,,,28.0,10,+10,2013,44,45.69,1.04,,,,
,1966,,30,Mike,Santorelli,Mike Santorelli,09-10,MIL,C,,R,false,,23.77,6,+6,2004,57,59.15,1.04,,,,
,6057,,73,Riley,Barber,Riley Barber,21-22,GR,RW,,R,false,,27.62,10,+10,2012,49,50.84,1.04,,,,
,6009,,68,Michael,Bunting,Michael Bunting,20-21,TUC,LW,,L,false,,25.01,7,+7,2014,16,16.6,1.04,,,,
,4200,,40,Tyler,Johnson,Tyler Johnson,12-13,SYR,C,,R,false,,22.15,5,+5,2008,62,64.32,1.04,,,,
,8694,,73,Matt,Boldy,Matt Boldy,21-22,IA,LW,,L,true,,20.46,3,+3,2019,10,10.37,1.04,,,,
,3235,,30,Dan,Sexton,Dan Sexton,09-10,MTB,RW,,R,true,,22.4,5,+5,2005,13,13.46,1.04,,,,
,6729,,73,Matthew,Phillips,Matthew Phillips,21-22,STK,RW,,R,false,,23.46,6,+6,2016,65,67.29,1.04,,,,
,2546,,37,Ryan,White,Ryan White,11-12,HAM,C,,R,false,,23.51,6,+6,2006,4,4.14,1.04,,,,
,1964,,30,Cody,Franson,Cody Franson,09-10,MIL,D,,R,false,,22.12,5,+5,2005,6,6.2,1.03,,,,
,446,,16,Michael,Ryan,Michael Ryan,08-09,ALB,LW,,L,false,,28.35,11,+11,1998,40,41.32,1.03,,,,
,156,,51,Chris,Bourque,Chris Bourque,15-16,HER,LW,,L,false,,29.65,12,+12,2004,72,74.31,1.03,,,,
,4187,,54,Craig,Cunningham,Craig Cunningham,16-17,TUC,RW,,R,false,,26.02,9,+9,2008,11,11.35,1.03,,,,
,2760,,34,Jonathan,Cheechoo,Jonathan Cheechoo,10-11,WOR,RW,,R,false,,30.19,13,+13,1998,30,30.87,1.03,,,,
,5537,,61,Carter,Verhaeghe,Carter Verhaeghe,18-19,SYR,C,,L,false,,23.1,6,+6,2013,76,78.13,1.03,,,,
,3320,,34,Andrei,Loktionov,Andrei Loktionov,10-11,MCH,C,,L,false,,20.31,3,+3,2008,25,25.7,1.03,,,,
,3605,,30,Tyler,Murovich,Tyler Murovich,09-10,SYR,C,,L,true,,19.79,2,+2,2008,5,5.14,1.03,,,,
,7287,,68,Jonah,Gadjovich,Jonah Gadjovich,20-21,UTI,LW,,L,false,,21.94,4,+4,2017,19,19.52,1.03,,,,
,649,,12,Darren,Haydar,Darren Haydar,07-08,CHI,RW,,R,false,,27.92,10,+10,1998,51,52.37,1.03,,,,
,208,,12,Martin,St. Pierre,Martin St. Pierre,07-08,RFD,C,,L,false,,24.11,7,+7,2001,69,70.85,1.03,,,,
,4647,,61,J.T.,Brown,J.T. Brown,18-19,IA,RW,,R,false,,28.22,11,+11,2008,6,6.16,1.03,,,,
,4890,,54,Brock,McGinn,Brock McGinn,16-17,CHA,LW,,L,false,,22.63,5,+5,2012,9,9.24,1.03,,,,
,832,,16,Jeff,Hamilton,Jeff Hamilton,08-09,CHI,RW,,R,false,,31.05,14,+14,1995,50,51.3,1.03,,,,
,1694,,12,Kevin,Dallman,Kevin Dallman,07-08,MCH,D,,R,false,,26.57,9,+9,1999,5,5.13,1.03,,,,
,8503,,68,Peyton,Krebs,Peyton Krebs,20-21,HSK,F,,L,true,,19.65,2,+2,2019,5,5.13,1.03,,,,
,2630,,16,Nathan,Gerbe,Nathan Gerbe,08-09,POR,LW,,L,true,,21.16,4,+4,2005,57,58.43,1.03,,,,
,5698,,61,Rocco,Grimaldi,Rocco Grimaldi,18-19,MIL,RW,,R,false,,25.62,8,+8,2011,10,10.25,1.03,,,,
,6510,,54,Matt,Benning,Matt Benning,16-17,BAK,D,,R,true,,22.33,5,+5,2012,2,2.05,1.03,,,,
,6707,,54,Jalen,Smereck,Jalen Smereck,16-17,TUC,D,,L,true,,19.68,2,+2,2015,2,2.05,1.03,,,,
,8671,,68,Mathias,Brome,Mathias Brome,20-21,GR,LW,,L,false,,26.15,9,+9,2012,2,2.05,1.03,,,,
,2208,,43,Gilbert,Brule,Gilbert Brule,13-14,POR,RW,,R,false,,26.72,9,+9,2005,11,11.24,1.02,,,,
,7345,,73,Alex,Barré-Boulet,Alex Barré-Boulet,21-22,SYR,C,,L,false,,24.34,7,+7,2015,58,59.26,1.02,,,,
,1192,,30,Cal,O’Reilly,Cal O’Reilly,09-10,MIL,C,,L,false,,22.98,5,+5,2005,35,35.76,1.02,,,,
,3235,,34,Dan,Sexton,Dan Sexton,10-11,SYR,RW,,R,false,,23.4,6,+6,2005,11,11.23,1.02,,,,
,3776,,43,Jeremy,Morin,Jeremy Morin,13-14,RFD,LW,,R,false,,22.43,5,+5,2009,47,47.95,1.02,,,,
,3168,,34,Zach,Boychuk,Zach Boychuk,10-11,CHA,C,,L,false,,20.96,3,+3,2008,28,28.56,1.02,,,,
,4559,,54,Anthony,Bitetto,Anthony Bitetto,16-17,MIL,D,,L,false,,26.19,9,+9,2008,3,3.06,1.02,,,,
,7132,,61,Cooper,Marody,Cooper Marody,18-19,BAK,C,,R,true,,21.75,4,+4,2015,58,59.16,1.02,,,,
,2558,,34,Brian,Willsie,Brian Willsie,10-11,HER,RW,,R,false,,32.52,15,+15,1996,31,31.61,1.02,,,,
,4372,,51,Magnus,Paajarvi,Magnus Paajarvi,15-16,CHI,LW,,L,false,,24.44,7,+7,2009,7,7.13,1.02,,,,
,1357,,34,Blair,Jones,Blair Jones,10-11,NOR,C,,R,false,,23.98,6,+6,2005,22,22.39,1.02,,,,
,8519,,73,Scott,Perunovich,Scott Perunovich,21-22,SPR,D,,L,true,,23.09,6,+6,2016,17,17.3,1.02,,,,
,8676,,68,Alex,Newhook,Alex Newhook,20-21,COL,C,,R,true,,19.64,2,+2,2019,8,8.14,1.02,,,,
,6733,,73,Matt,Luff,Matt Luff,21-22,MIL,RW,,R,false,,24.38,7,+7,2015,30,30.47,1.02,,,,
,6372,,65,Yakov,Trenin,Yakov Trenin,19-20,MIL,LW,,L,false,,22.68,5,+5,2015,32,32.5,1.02,,,,
,1397,,37,Ryan,Potulny,Ryan Potulny,11-12,HER,C,,L,false,,27.04,10,+10,2002,61,61.95,1.02,,,,
,6482,,65,Sam,Anas,Sam Anas,19-20,IA,RW,,R,false,,26.31,9,+9,2011,63,63.96,1.02,,,,
,4421,,48,Anton,Lander,Anton Lander,14-15,OKC,C,,L,false,,23.41,6,+6,2009,29,29.36,1.01,,,,
,4689,,43,Mark,Stone,Mark Stone,13-14,BNG,RW,,R,false,,21.36,4,+4,2010,37,37.45,1.01,,,,
,4112,,40,Ryan,Spooner,Ryan Spooner,12-13,PRO,C,,L,true,,20.64,3,+3,2010,59,59.7,1.01,,,,
,3640,,34,Luke,Adam,Luke Adam,10-11,POR,C,,L,true,,20.26,3,+3,2008,20,20.22,1.01,,,,
,2350,,57,Chris,Terry,Chris Terry,17-18,LAV,LW,,L,false,,28.46,11,+11,2007,62,62.68,1.01,,,,
,8049,,73,Jesper,Boqvist,Jesper Boqvist,21-22,UTI,LW,,L,false,,22.89,5,+5,2017,7,7.07,1.01,,,,
,5914,,61,Colby,Cave,Colby Cave,18-19,PRO,C,,L,false,,23.74,6,+6,2013,15,15.14,1.01,,,,
,7142,,73,Jordan,Gross,Jordan Gross,21-22,COL,D,,R,false,,26.37,9,+9,2013,61,61.53,1.01,,,,
,500,,12,Kamil,Kreps,Kamil Kreps,07-08,RCH,C,,R,false,,22.84,5,+5,2003,6,6.05,1.01,,,,
,5961,,77,Jonny,Brodzinski,Jonny Brodzinski,22-23,HFD,F,,R,false,,29.26,12,+12,2011,43,43.33,1.01,,,,
,6907,,57,Dylan,Strome,Dylan Strome,17-18,TUC,C,,L,true,,20.54,3,+3,2015,50,50.38,1.01,,,,
,3168,,43,Zach,Boychuk,Zach Boychuk,13-14,CHA,LW,,L,false,,23.96,6,+6,2008,69,69.51,1.01,,,,
,8581,,68,Tyler,Angle,Tyler Angle,20-21,CLE,C,,L,true,,19.97,2,+2,2019,23,23.15,1.01,,,,
,3164,,34,Luca,Sbisa,Luca Sbisa,10-11,SYR,D,,L,false,,20.64,3,+3,2008,8,8.05,1.01,,,,
,2471,,30,Brad,Marchand,Brad Marchand,09-10,PRO,RW,,L,false,,21.36,4,+4,2006,34,34.21,1.01,,,,
,6704,,65,Jordan,Kyrou,Jordan Kyrou,19-20,SA,C,,R,false,,21.38,4,+4,2016,16,16.08,1.01,,,,
,4438,,48,Brian,O'Neill,Brian O'Neill,14-15,MCH,RW,,R,false,,26.31,9,+9,2006,71,71.31,1.0,,,,
,3587,,30,Justin,Braun,Justin Braun,09-10,WOR,D,,R,true,,22.61,5,+5,2005,3,3.01,1.0,,,,
,1799,,37,Trevor,Smith,Trevor Smith,11-12,NOR,C,,L,false,,26.62,9,+9,2003,64,64.14,1.0,,,,
,4354,,43,Stephane,Da Costa,Stephane Da Costa,13-14,BNG,C,,R,false,,24.2,7,+7,2007,56,56.08,1.0,,,,
,1213,,12,Bobby,Ryan,Bobby Ryan,07-08,POR,RW,,R,true,,20.51,3,+3,2005,48,48.0,1.0,,,,
,6327,,51,Rihards,Bukarts,Rihards Bukarts,15-16,POR,LW,,R,true,,19.72,2,+2,2014,1,1.0,1.0,,,,
,6729,,54,Matthew,Phillips,Matthew Phillips,16-17,STK,RW,,R,true,,18.46,1,+1,2016,1,1.0,1.0,,,,
,6952,,57,Anthony,Beauvillier,Anthony Beauvillier,17-18,BRI,C,,R,false,,20.28,3,+3,2015,3,3.0,1.0,,,,
,5836,,54,Brandon,Montour,Brandon Montour,16-17,SD,D,,R,false,,22.45,5,+5,2012,36,35.99,1.0,,,,
,6363,,57,Mike,Amadio,Mike Amadio,17-18,ONT,C,,R,false,,21.36,4,+4,2014,32,31.98,1.0,,,,
,8600,,77,Bobby,McMann,Bobby McMann,22-23,TOR,LW,,L,,,26.27,9,+9,2014,30,29.98,1.0,,,,
,2067,,34,T.J.,Hensick,T.J. Hensick,10-11,PEO,C,,R,false,,24.78,7,+7,2004,23,22.98,1.0,,,,
,4710,,40,Toni,Rajala,Toni Rajala,12-13,OKC,LW,,L,true,,21.48,4,+4,2009,46,45.96,1.0,,,,
,2030,,16,Teddy,Purcell,Teddy Purcell,08-09,MCH,RW,,R,false,,23.04,6,+6,2003,38,37.94,1.0,,,,
