,Player,Match_1,Score_1,Match_2,Score_2,Match_3,Score_3,Match_4,Score_4,Match_5,Score_5,Match_6,Score_6,Match_7,Score_7,Match_8,Score_8,Match_9,Score_9,Match_10,Score_10
1066,Steven Zalewski,Greg McKegg,0.9369005796860028,Kevin Rooney,0.8934621115945167,Sam Carrick,0.7741002362929638,Alex Wennberg,0.7248838317239225,Darren Helm,0.7011129489190792,David Gustafsson,0.698564164362737,Jay Beagle,0.6958943497204229,Ben Meyers,0.6823622128430434,Steven Fogarty,0.6596914749085576,Zemgus Girgensons,0.6489602648619848
2281,Cooper Marody,Derick Brassard,0.9366445557061847,Rasmus Asplund,0.9104614578208484,Drew Shore,0.8756616699870657,Gemel Smith,0.8672151720094984,Stefan Matteau,0.8635174964161362,Dana Tyrell,0.85594815247392,Vladislav Namestnikov,0.8515801535275352,Christopher DiDomenico,0.8429986054919083,Eric O'Dell,0.8397122028617544,Travis Morin,0.8333268522709579
2349,Vitaly Abramov,Guillaume Desbiens,0.9358377557723953,B.J. Crombeen,0.8723640941215076,Jakob Silfverberg,0.8543382052667429,Joel Armia,0.8457224404895224,Chris Brown,0.8376707643892167,Patric Hornqvist,0.7892547085771339,Zack Kassian,0.7806461107834426,Oliver Wahlstrom,0.7753638432936265,Alexei Toropchenko,0.7507865226432245,Dylan Guenther,0.7497724426674659
2646,Chase Priskie,Thomas Chabot,0.935035157753724,Eric Gryba,0.903016448552097,Ryan Murray,0.8939884484473443,Oliver Kylington,0.886952095079943,Ben Chiarot,0.8735929333572211,Marc-Andre Gragnani,0.8669756180751641,Joe Callahan,0.8537956094873358,Dakota Mermis,0.850482593961964,Cody Franson,0.8349273381236353,Jalen Chatfield,0.8274490530087004
1654,Matt Lindblad,Freddie Hamilton,0.9346688263006975,Ryan Johansen,0.9186547828772047,James Sheppard,0.9042640776353887,Mike Santorelli,0.9034956395389431,Rourke Chartier,0.901834827756093,Luke Kunin,0.9013889872506495,Emil Bemstrom,0.8937211184088524,John Quenneville,0.883764588798044,Daniel O'Regan,0.8779581437709598,Elias Lindholm,0.8745836865798847
2255,Libor Sulak,Juuso Riikola,0.9338158349337815,Lassi Thomson,0.8645524741566434,Alex Biega,0.8470241171474268,Victor Antipin,0.8080515945030706,Braden Schneider,0.8072421368200197,Teemu Laakso,0.7985624340762605,Marco Scandella,0.7931374890370135,Ilya Lyubushkin,0.7848664010108034,Jacob Larsson,0.7842474277127639,Jake McCabe,0.7801173406953634
2747,Bobby Brink,Josh Jooris,0.9322764311759028,Alex Belzile,0.8947497305696638,Brandon Duhaime,0.8912680641582601,Joey Crabb,0.8600131263368307,Darren Archibald,0.8510600776800017,Sebastian Aho,0.8206175985260754,Kiefer Sherwood,0.8131999204926882,Brock Boeser,0.800748044497297,Tom Cavanagh,0.8002654772400913,Shane Harper,0.7940547348834626
1779,Brian Ferlin,Givani Smith,0.9312223229994762,Vasily Podkolzin,0.922800268141613,Adam Cracknell,0.8874340878903372,Max Veronneau,0.8867983070984308,Josh Archibald,0.8797631871635576,Colin McDonald,0.8733501111193326,Martins Karsums,0.8311013753265831,Trey Fix-Wolansky,0.8126102764857333,Benn Ferriero,0.7977243465796179,Nicholas Merkley,0.7786901885465054
917,Boyd Kane,Jamie McGinn,0.930508202752507,Matt Puempel,0.9041668065109814,Anton Slepyshev,0.8668994514397931,Juraj Slafkovsky,0.8641068105409083,Phillip Danault,0.8614968922241584,Mike Hardman,0.8588533394978147,Trevor Gillies,0.8569547585608631,Tanner Glass,0.8450793668694491,Clarke MacArthur,0.8415707547417628,Luke Gazdic,0.8305521943863321
1161,Charles Linglet,Michael Mersch,0.9300748336548151,Otto Koivula,0.918327641865196,Chris Durno,0.9164013936698606,Tom Pyatt,0.8854591818991968,Austin Wagner,0.8715405285368422,Sampo Ranta,0.7822130117958506,Lukas Reichel,0.7807034171157371,John Scott,0.7769080700681877,Vladislav Kamenev,0.7674450729028609,Egor Sokolov,0.7648281400160983
760,Corey Locke,Radek Faksa,0.9285527065691653,Max Reinhart,0.7924262105012253,Rhett Gardner,0.773409423090432,Nils Aman,0.7500181041668925,Mark Scheifele,0.7499166421287676,Christian Hanson,0.7322794622876577,Tyler Kennedy,0.7013530359048721,Philipp Kurashev,0.6919220308816159,Blake Coleman,0.686301948998334,Sean Kuraly,0.6806776204273005
1163,Chad Kolarik,Colton Gillies,0.9279210550880845,Robert Thomas,0.9110516900680202,Michael Rasmussen,0.8954010538807946,Curtis Lazar,0.8449029290494028,Vinni Lettieri,0.8407748215532028,Tyler Seguin,0.8322139275245444,Charlie Coyle,0.8222899738175565,William Eklund,0.8149395667861635,Kyle Rau,0.814089004841989,Brad Mills,0.8135073312980126
1791,Danny Biega,Paul Postma,0.9265811928447168,Travis Hamonic,0.9096149459174772,Dean Kukan,0.9064532906310319,Oliver Ekman-Larsson,0.9058734409168036,Connor Mackey,0.8976184050576831,David Warsofsky,0.8671263538973352,Jani Hakanpää,0.8638866019894483,Jake Bean,0.8613900817460038,Sami Vatanen,0.8559968345124223,Drew Doughty,0.8538667817126872
752,Barry Tallackson,Patrick Russell,0.9249493271500526,Joel Vermin,0.8845671034039029,PA Parenteau,0.8400789246297693,Nicolas Aube-Kubel,0.7765048936319212,Tyler Randell,0.7587454323883277,Matt Fraser,0.7552261007061164,Scott Sabourin,0.7471397663876884,Nikita Soshnikov,0.7312194670759369,Dennis Everberg,0.6731127725282512,Chris Stewart,0.6643317087443769
2800,Jean-Luc Foudy,Corban Knight,0.9247188613768427,Tage Thompson,0.8732771623953817,Darren Helm,0.8458891056269381,Jakob Forsbacka Karlsson,0.842225355941881,Glenn Gawdin,0.8369346040077822,Claude Giroux,0.8104301387627281,Peter Holland,0.7842633217241151,Tyler Graovac,0.7770005853506085,Joey Hishon,0.7678481848575268,Vincent Trocheck,0.7583294060836707
1660,Mitch Callahan,Brad Staubitz,0.9245419931148054,Jack Quinn,0.923374685170958,Arthur Kaliyev,0.917428242576975,Kiefer Sherwood,0.9102397624256517,Nick Caamano,0.9089071716597803,Alex Belzile,0.9048408346218496,Jannik Hansen,0.8887636262160638,Denis Gurianov,0.887574868691117,Patrick Kane,0.8864461822424609,Borna Rendulic,0.8849622127838821
739,Brandon Nolan,Patrick Brown,0.9214705827899443,Reese Johnson,0.9118918875296401,Ryan White,0.8745269977354446,Mikhail Vorobyev,0.8651418014759226,Frederik Gauthier,0.833245712583813,Dylan Gambrell,0.8324978703690287,Landon Ferraro,0.8237989702620712,Tyson Jost,0.8094961593389631,Jesper Boqvist,0.7967492837895701,Andy Miele,0.7964877288730186
614,Petteri Wirtanen,Jared McCann,0.9207236075466837,Mason Appleton,0.920134824440682,Liam Foudy,0.9197796051943644,Lance Bouma,0.9155532651249191,Nick Spaling,0.9150101868728716,Antti Suomela,0.9141611119707169,Dominic Toninato,0.9133564044871622,Marc-Andre Cliche,0.9102741066105182,Jordan Nolan,0.9080867152964052,Kevin Porter,0.9025452369779676
939,Radek Smolenak,Pontus Aberg,0.9202172633000811,Kalle Kossila,0.8948189551530974,Max Jones,0.8904983479580187,Tim Gettinger,0.8468851473072974,Andreas Johnsson,0.8106820827537389,Rich Clune,0.8098922838392613,Scott Wilson,0.8032691855090486,Mikhail Maltsev,0.7970151247968981,Conor Sheary,0.7951231519944618,Sonny Milano,0.7666582482907349
1780,Kael Mouillierat,Nick Ritchie,0.9199936521889593,Nicholas Paul,0.918461015681273,Fredrik Olofsson,0.9085745008881977,Kevin Roy,0.9045248078083127,Joel Kiviranta,0.8663986024571437,Tim Sestito,0.8027821484994626,Dmytro Timashov,0.7845474904728983,Gregory Stewart,0.7792305083272351,Blake Pietila,0.7703674848007978,Adam Beckman,0.7574690779440619
2169,Henrik Haapala,Matt Beleskey,0.9183883201997062,Viktor Stalberg,0.8705532881950362,Michael Dal Colle,0.8603744189828638,Nic Petan,0.8588561079278199,Brock McGinn,0.8409950845165546,Chris Terry,0.8360633417351687,Antoine Roussel,0.8301876854185688,Lukas Reichel,0.8280454151480446,Brandon Bollig,0.8029385550985872,Kristian Vesalainen,0.8013830338899436
2853,Cole McWard,Luke Schenn,0.9182681980317168,Nikita Tryamkin,0.913890429233932,Dennis Cholowski,0.8565087034246193,Matt Kiersted,0.8536211581777221,MacKenzie Weegar,0.821580857852942,Ilya Lyubushkin,0.8042437907363457,Olivier Magnan,0.8024418989749712,Yannick Weber,0.8021267641450058,Roland McKeown,0.7988257770652377,Brayden McNabb,0.7976416742275065
2674,Gabriel Fortier,Matt Kassian,0.9170396143538381,Harry Zolnierczyk,0.8445949467555811,Jujhar Khaira,0.8031393713342913,Antti Pihlstrom,0.7958591210666115,Jay Rosehill,0.788405397905179,Viktor Arvidsson,0.7871996235372349,Ryan Russell,0.7793929247352435,Pat Maroon,0.776578980474181,Chris Kreider,0.7487211556571755,Stefan Meyer,0.7393585412872441
1364,David McIntyre,Jay Beagle,0.9165857613978454,Jacob Josefson,0.8806020202145416,Teemu Hartikainen,0.8785103520226282,Alex Barré-Boulet,0.8740554568664575,Cole Perfetti,0.871108699386664,Lane Pederson,0.8538715889689589,Joe Vitale,0.8472765021439009,Anthony Angello,0.8390558142888347,Rourke Chartier,0.816223046610742,Jonathan Marchessault,0.8122823903993588
1534,Mark Cundari,Dean Arsene,0.9164166111782939,John Marino,0.9155718759080942,Philip Broberg,0.8996719735705514,Christian Folin,0.8788127967098798,Brian Lashoff,0.8425809189675079,Jaime Sifers,0.8354558379330012,Kevin Bahl,0.8260665939081205,Timothy Liljegren,0.8244802104516528,Yannick Weber,0.8243717170219825,Brett Festerling,0.8194927830027015
1014,Phil Oreskovic,Grant Hutton,0.9161868557640197,Mikhail Sergachev,0.8698622809632567,Ronnie Attard,0.772661919633237,Gustav Forsling,0.7581580897910064,Jacob Larsson,0.7405542421260709,Frank Corrado,0.7354440263919745,Nils Lundkvist,0.7247283457433812,Martin Fehervary,0.7080657438191988,Oscar Klefbom,0.7076835685816458,Mark Friedman,0.7016345044350042
909,Brett Skinner,Philippe Myers,0.9152881706631532,Christian Wolanin,0.8987870633865227,Chris Bigras,0.8557811801132631,Noah Hanifin,0.837046002111081,Jordan Hendry,0.7514195262468906,Jonas Brodin,0.7485929780689423,Conor Timmins,0.7240888482444813,Jack Hillen,0.7215918157375842,Dylan Reese,0.6956259600893142,Alexander Sulzer,0.6948892739816827
1671,Brett Gallant,William Carrier,0.9146235077121451,Andy Andreoff,0.9088616434764153,Stefan Meyer,0.8989254810492161,Miles Wood,0.8904093120913422,Alex Formenton,0.8643355177591665,Aaron Voros,0.859732286935578,Brandon Hagel,0.8529073727987959,Brad Marchand,0.8488828147513967,Jon Kalinski,0.8281301968433408,Tomas Nosek,0.8066227852430977
704,Shawn Bates,Kyle Chipchura,0.9144832383146685,Jerred Smithson,0.9079760957361162,Jay McClement,0.906955009878927,Radek Faksa,0.9014734781499908,Frank Vatrano,0.9001960930180908,Luke Glendening,0.8903734528385296,Jim Slater,0.8860791414594964,Scott Nichol,0.8734354304702158,Zemgus Girgensons,0.8603134600207538,Todd White,0.8541731002487472
2724,Adam Raska,Max McCormick,0.9140378611205792,Kirill Marchenko,0.902843450248858,Joey Crabb,0.8843104216024589,JJ Peterka,0.8826535140593653,Brad Staubitz,0.8818266838611656,Jake Virtanen,0.8456787038021414,Brandon Duhaime,0.8433233448910953,Patrick Dwyer,0.8294794315121845,Alex Belzile,0.8236918719883676,Kiefer Sherwood,0.7816231670572681
2838,Wyatt Kaiser,Ilya Lyubushkin,0.9128585338259174,Michael Kostka,0.8619917359356852,Lassi Thomson,0.8435046642570126,Alex Biega,0.8372574005123395,Marco Scandella,0.8292834881718777,Braden Schneider,0.8170364225393795,Brayden McNabb,0.8145427360987293,Jacob Larsson,0.7897167240216086,Tyler Wotherspoon,0.763882563040869,Scott Mayfield,0.7602214290241054
795,Kyle Greentree,Egor Sokolov,0.9090818715061267,Danick Martel,0.9013116842691873,Carl Klingberg,0.8925879679971885,Jordan Martinook,0.8913757695886,Joakim Nygard,0.8646709584732829,J.T. Compher,0.8627957125318219,Joel Farabee,0.8093477545050428,Jiri Sekac,0.803145296649959,Matt Puempel,0.7961648546423404,Brandon Bollig,0.7820384827004887
1503,Cameron Schilling,Jake Middleton,0.9084096925879489,Ian Cole,0.8882178799198871,Arber Xhekaj,0.8809050264217699,Jakub Jerabek,0.8738403025095827,Jordan Gross,0.8658090623820103,Vladimir Mihalik,0.848737159705504,Ryan Stanton,0.8399237802404645,Jason Garrison,0.8238174069366454,Adam Pardy,0.8110918664643146,Stephen Johns,0.8004083416044814
823,Matthew Spiller,Mark Pysyk,0.907995659296415,Haydn Fleury,0.9012803654325369,Ryan Murphy,0.8355636357280815,Adam Pelech,0.8242128486470345,Ethan Bear,0.8186502074134419,Maxime Lajoie,0.8168342401369215,Tony DeAngelo,0.8063804209153218,Madison Bowey,0.8055728745379072,Noah Juulsen,0.7918079059764334,Alex Biega,0.7731068967572304
1931,Trevor Carrick,Vladislav Kolyachonok,0.906912016661923,Taylor Chorney,0.905541891994425,Robin Salo,0.878612772798634,Josh Morrissey,0.8763365511665522,Ryan O'Byrne,0.8326981789188707,Jared Cowen,0.8064318715941644,Darren Dietz,0.7867662592310741,Noah Juulsen,0.7827759332350708,Tony DeAngelo,0.7779035988867541,Vladimir Mihalik,0.7418617326589748
1375,Jarod Palmer,Leo Komarov,0.9048337191469071,Rem Pitlick,0.8524691100011714,Wyatt Johnston,0.8431648919309647,Danton Heinen,0.7971221245548564,Mark Olver,0.7703327408413098,Zach Sill,0.7658047920257218,Jared Ross,0.7420727201317309,Anton Lander,0.718378082674156,Kristian Reichel,0.7143842317874882,Chandler Stephenson,0.7082394972631343
1606,Alex Grant,Niko Mikkola,0.9028924714935371,Olli Maatta,0.8773066163381396,Brian Dumoulin,0.8449834985734691,Nikita Nesterov,0.8361788904488193,Nick Jensen,0.8216853467655504,Matt Irwin,0.8195217143996888,Justin Schultz,0.81483303821073,Vincent Desharnais,0.7952497569536414,Casey Nelson,0.7946608924409979,Zach Redmond,0.7898803894289146
1083,David Laliberte,Jason Akeson,0.9011378087090088,Trey Fix-Wolansky,0.8215363023496292,Scott Sabourin,0.7258955525744109,Max Veronneau,0.6910194564213785,Tyler Randell,0.6780397336492132,Zack Mitchell,0.6612267581565775,Cal Clutterbuck,0.6143631871147746,Kasperi Kapanen,0.6123176053758596,Jordan Szwarz,0.5982629134816848,Adam Cracknell,0.5900092800651585
2774,Brandt Clarke,Miro Heiskanen,0.9009128185760888,Adam Fox,0.8291690461357266,Matthew Corrente,0.814483914817683,Brett Pesce,0.8034425278185036,Matt Irwin,0.7966403361280283,Alexander Urbom,0.7938396581904539,Jordan Schmaltz,0.7884589511002091,Jake Gardiner,0.7867903406541219,Olli Maatta,0.7604324063703857,Victor Soderstrom,0.7583325037116052
1678,Alex Khokhlachev,Jim O'Brien,0.9001183245624476,Reese Johnson,0.8960113495200406,Alex Wennberg,0.8518532189233499,Sam Reinhart,0.7919563798728197,John Mitchell,0.7666141667668306,Mike Santorelli,0.7589897875641147,Mikhail Grigorenko,0.746639181751516,Jordan Kyrou,0.736806091560431,Dakota Joshua,0.7247382153998028,Sergey Kalinin,0.7120689763629716
867,Dan Lacouture,David Perron,0.8996569766071258,Brock McGinn,0.8847759020010374,Antoine Roussel,0.881067033575971,Alexei Ponikarovsky,0.8495184736941919,Stephane Veilleux,0.8462035017124039,Pat Maroon,0.8378945098764001,Teddy Purcell,0.8369935112338392,Evander Kane,0.8341301065911968,Jakub Vrana,0.8338188820229088,Nikolay Kulemin,0.8115383996323788
1586,Chris Breen,Ian Mitchell,0.8984240690706615,Matt Smaby,0.881937084305695,Theo Peckham,0.8542407886763266,William Borgen,0.8286251192360619,Matt Hunwick,0.8145098445298887,Markus Nutivaara,0.8129930301661827,Jake McCabe,0.8072772198026081,Connor Murphy,0.7597389746585385,Ville Heinola,0.7297533901849196,Mark Flood,0.7260719955573248
914,Janne Pesonen,TJ Galiardi,0.8963558760367368,Ryan Carter,0.8904967828778024,Matt Hendricks,0.8810064334565612,Mitchell Fritz,0.864412675785179,Chris Bourque,0.8633275560958645,Blake Pietila,0.8547175666842789,Paul Bissonnette,0.8486502697228958,Matias Maccelli,0.8457417611572708,Adam Erne,0.8388293693790667,Brandon Mashinter,0.8359359073347108
995,Alex Henry,Duncan Keith,0.8960589278143403,Robert Hagg,0.8716612594768947,Jack Johnson,0.8599364638027706,Filip Hronek,0.8587328779963673,Brian Strait,0.8534678954936172,Vladislav Gavrikov,0.848015448742249,Anthony Bitetto,0.8467457388588883,Luca Sbisa,0.8465361858729338,Jake McCabe,0.8453609764998496,Jeremy Lauzon,0.8384411434403481
2852,Jake Livingstone,Klas Dahlbeck,0.8959222195831766,Marc-Andre Gragnani,0.8658027053273262,Dakota Mermis,0.849439791234778,Morgan Rielly,0.8452861716905977,Shayne Gostisbehere,0.8090225050611048,Eric Gryba,0.7938069204506369,Oskars Bartulis,0.7751984629433587,Andrey Pedan,0.7644708464427667,Jacob Bernard-Docker,0.7488670312316349,Arber Xhekaj,0.7294991523021638
1858,Christoph Bertschy,Jackson Cates,0.8945076922050893,Chris Wagner,0.8846129353501954,Jonathan Marchessault,0.8800432368991806,Rourke Chartier,0.8730193145211017,Dillon Dube,0.8617096362606684,Joe Vitale,0.8542735403718772,Drew Shore,0.8530097379739244,Daniel O'Regan,0.8519224895602306,John Quenneville,0.8469175598351499,Adam Gaudette,0.8256280931922946
1136,Alex Plante,Brett Festerling,0.8942610294397453,Joakim Ryan,0.8364648511392052,Nikita Zadorov,0.8069589202117289,Luke Witkowski,0.7999307713975232,Scott Mayfield,0.7966049412959089,Thomas Harley,0.7965560067575084,Jordan Harris,0.7964387582783373,Erik Gudbranson,0.7904571486148849,Jake Walman,0.7432940824231627,Jacob Trouba,0.7396320711925113
1895,JC Lipon,Wayne Simmonds,0.8934788111182349,Brandon Pirri,0.877273819873457,Kevin Westgarth,0.8596407913129034,Conor Garland,0.8460239573583955,Bobby Farnham,0.8397496421211893,Nick Caamano,0.812825169655506,Brandon Segal,0.8087018164305864,Andreas Thuresson,0.803727022319492,Anthony Peluso,0.7973008908232443,Linden Vey,0.7932270752475981
1662,John Persson,Joona Luoto,0.8918346603094848,Jacob de la Rose,0.846588783452854,William Carrier,0.8045154409020933,Alexander Barabanov,0.793826143021813,Juraj Slafkovsky,0.7918872413785251,Brandon Hagel,0.7619556465692059,Chris Kreider,0.7600642835849848,Viktor Arvidsson,0.7562320970946284,Chris Porter,0.7439326709407412,Miles Wood,0.7299807684488197
755,Kevin Doell,Scott Reedy,0.889354089394361,Joe Veleno,0.8709357077704744,Matthew Highmore,0.8657685888093667,Jeremy Welsh,0.8195998833338708,Alan Quine,0.776525418507722,Glenn Gawdin,0.7739925994801302,Adam Lowry,0.7727184971401055,Brendan Shinnimin,0.7404286663534346,Jordan Weal,0.7311727755644966,Connor Dewar,0.7212262947281357
1526,Nicolas Blanchard,Tyler Bertuzzi,0.8884234443172793,Tanner Glass,0.8860514058546611,Andrew Mangiapane,0.8142455232922601,John Scott,0.8122461393002149,Curtis McKenzie,0.7805701307250377,Luke Gazdic,0.7796474121145118,Dryden Hunt,0.7760927702329203,Kaspars Daugavins,0.7527347016354424,Lukas Reichel,0.6932593866460817,Lauri Korpikoski,0.6681684395829764
1426,Mat Clark,Ryan Stanton,0.8874891404748378,Brandon Davidson,0.8633424297738578,Jake Muzzin,0.8493114030354565,Erik Brannstrom,0.8087538488577104,Matt Donovan,0.7695495349415605,Jason Garrison,0.7670257469943458,Jakub Jerabek,0.7618673051702634,Alex Vlasic,0.7579930786419421,Tyler Tucker,0.7442020279082373,Zach Bogosian,0.7055250908519786
2033,Mike Liambas,Taylor Leier,0.8850542963940657,Teuvo Teravainen,0.5982670961120423,William Carrier,0.593288365577436,Jesse Joensuu,0.575633707968424,Micheal Ferland,0.5717665413328994,Alexander Barabanov,0.5679853308018808,Jordan Martinook,0.5650644501636104,Nicholas Paul,0.5113746774077158,Mason Raymond,0.5068663491538407,Joona Luoto,0.5037402011791929
1290,Justin DiBenedetto,Thomas Novak,0.8849420139306309,Philippe Dupuis,0.8825428661445558,Christian Hanson,0.8564804510754866,Wyatt Johnston,0.8496952166888568,Oskar Sundqvist,0.8392036337840921,Brad Mills,0.8180302262878257,Jesse Winchester,0.8044829587940224,Vinni Lettieri,0.7720655042773599,Ryan O'Marra,0.7498219225377337,Daniel O'Regan,0.7176051288126761
594,Simon Gamache,Fabian Zetterlund,0.8843275440146577,Jamie Benn,0.8399262276818861,Mathieu Darche,0.838725606535787,Daniel Carcillo,0.8115381857716907,Anthony Duclair,0.7934574576889784,Phillip Di Giuseppe,0.77993737852841,Valentin Zykov,0.7553795803585648,Jeremy Morin,0.7486465576318879,Curtis Glencross,0.7463517573912182,Tye McGinn,0.7416566901839544
1724,Justin Hodgman,Nicklas Backstrom,0.8835253378324277,Josh Dunne,0.8756340199100344,Filip Chlapik,0.8632687397861487,Adam Henrique,0.8337192913562574,Nick Spaling,0.8050690197804042,Jordan Schroeder,0.8016826176079317,Chris Tierney,0.7888091275808616,Torrey Mitchell,0.7754804218343586,Jordan Kyrou,0.7678153426892678,Pierre-Luc Dubois,0.7617410732828002
2723,Jakub Galvas,Michal Jordan,0.8831351427902567,Nikita Zadorov,0.8699721118568586,Scott Harrington,0.8686689567974415,Andreas Englund,0.8646504291964374,Erik Gudbranson,0.8636981171145217,Philip Broberg,0.8610441261359343,Michael Kostka,0.8487192948580712,Andrey Pedan,0.8421531742167588,Mirco Mueller,0.8327407483601822,Nikolai Knyzhov,0.8311697402239333
835,Jeff Hoggan,Josh Jooris,0.8810120765902498,Colton Orr,0.8228379253172595,Damien Brunner,0.8071674486951773,Cam Janssen,0.7083770226259651,Bobby Butler,0.7042046354084278,Julien Gauthier,0.6824396966783544,Dmitrij Jaskin,0.6687907563900973,Anthony Stewart,0.6486942094105822,Bryan Rust,0.6177793990945399,Kaapo Kakko,0.5979701984660193
717,Geoff Platt,Jori Lehtera,0.8792048860345508,Tomas Hertl,0.8655631665266476,Yanni Gourde,0.8553957855523948,Marko Dano,0.8419232290365335,Keith Aucoin,0.8123049429626459,Tyler Bozak,0.7988180980295726,Mikhail Grabovski,0.7862548363253412,Calle Jarnkrok,0.7733977615427247,Dana Tyrell,0.7647155163356261,Tom Wandell,0.7611880106062067
2420,CJ Suess,Zach Sanford,0.8790142264185605,Nick Ritchie,0.8469982827724378,Milan Lucic,0.8352231668889688,Adam Erne,0.8243758610489759,Zach Boychuk,0.8231568525529619,Michael Carcone,0.8173673648985911,Gabriel Landeskog,0.8147358600314442,Lukas Kaspar,0.7846531089960341,Remi Elie,0.7816938325207831,Roman Lyubimov,0.7803743275296166
2158,Jack Rodewald,Matt Halischuk,0.8765661483302705,Stephen Gionta,0.820532059889594,Keegan Kolesar,0.7920284660003547,Nail Yakupov,0.7896507085031359,Ben Smith,0.7380981833166488,Brandon Duhaime,0.7054670182968967,Alex Belzile,0.7030603810622018,Borna Rendulic,0.699381406614908,Joey Crabb,0.6801555539406897,Jesper Fast,0.6793233169776387
1280,Yann Sauve,Dennis Gilbert,0.8721426556943589,Brett Festerling,0.8149427308207196,Yannick Weber,0.8089320208675599,Philip Broberg,0.8015661585309374,Timothy Liljegren,0.7948496485104042,Dean Arsene,0.7677523290228501,Luke Schenn,0.7554271448351115,Justin Barron,0.7271901265077835,Mark Flood,0.6808387823150841,Alex Biega,0.6749209392881598
195,Rob Globke,Carter Ashton,0.8675139682526124,Hudson Fasching,0.8548304598078196,Filip Zadina,0.8528652089944481,Tyler Pitlick,0.811507095363958,Max McCormick,0.8099563976882339,Darren Archibald,0.7658739641852823,Alexey Toropchenko,0.7511952409050573,Mikko Rantanen,0.7326393143287646,Nikolay Goldobin,0.7301686650423875,Kurtis Gabriel,0.7299409747674498
1263,Andreas Engqvist,Zac Rinaldo,0.8659205290988845,Tommy Wingels,0.7840530082605951,Joseph Gambardella,0.7377022088303713,Travis Boyd,0.7318532752446719,Logan Shaw,0.7283855091434022,Steven Stamkos,0.7174914369206297,Joseph Cramarossa,0.7012355473900083,Dana Tyrell,0.6962117306921624,Christian Dvorak,0.6889507807351013,Bracken Kearns,0.6872580683351985
2839,Nikita Nesterenko,Evgeny Grachev,0.8591254736513882,Mitchell Stephens,0.8176888996174568,Patrick Brown,0.7729966298358624,Ryan Stone,0.7665379042507888,Kyle Criscuolo,0.7433227426761161,Dylan Gambrell,0.7354552577451777,Ben Meyers,0.6938957252132655,Peter Holland,0.6878686553650446,Josh Dunne,0.6745272726914929,Johan Larsson,0.6656610587183062
2729,Nicholas Abruzzese,Jesper Boqvist,0.8556925357331657,Mark Jankowski,0.8088361643744446,Sergey Kalinin,0.7974449880681067,Trevor Smith,0.7897802375106793,Dylan Gambrell,0.7894764291984766,Andy Miele,0.7789229233821502,Jim O'Brien,0.7666876219284076,Frederik Gauthier,0.7606638517989975,Zack MacEwen,0.7473470638833425,Rasmus Kupari,0.7415308382779291
2345,Ryan Kuffner,Lukas Reichel,0.8530419998308965,Brandon Tanev,0.8188296892733393,Vinnie Hinostroza,0.8129454283646811,Kristian Vesalainen,0.721282034543556,Curtis McKenzie,0.7098679392955326,Tom Pyatt,0.6659652066552603,Jake DeBrusk,0.6646796648593156,Brock McGinn,0.6620248793762842,Nic Petan,0.6564466571546725,Drew O'Connor,0.6413829501907146
2167,Kyle Criscuolo,Joel L'Esperance,0.8508599794374746,Michael Amadio,0.7289254119264904,Ryan Stone,0.7270328113361041,Sam Carrick,0.7141110236518478,Connor Dewar,0.7130338754599024,Tage Thompson,0.7067770710309944,Mika Zibanejad,0.7042745561492689,Matthew Highmore,0.689538157110106,Patrick Brown,0.6768668362123202,Byron Froese,0.6640775421016831
2756,Bokondji Imama,Tyler Bertuzzi,0.8496397170255371,Kyle Clifford,0.8348891942825728,Lauri Korpikoski,0.8319192993542043,Tanner Glass,0.805793366961484,Brandon Tanev,0.7726168961046502,Nic Petan,0.7414383517589075,Egor Sokolov,0.7328286503935761,Nicolas Deslauriers,0.7323930083807265,Jeffrey Viel,0.7098410676302945,Egor Afanasyev,0.7051384988221656
1794,Casey Bailey,Pontus Holmberg,0.8450312712734641,Jerry D'Amigo,0.8189732830506586,Ondrej Kase,0.7263204799527125,Nathan Bastian,0.724793260069428,Jake Virtanen,0.7231399690820899,Arthur Kaliyev,0.7084691766539277,Jannik Hansen,0.7063522625256631,Keegan Kolesar,0.7036254541177813,Kirill Marchenko,0.703505014594208,Ty Rattie,0.7017274213226379
2437,Otto Leskinen,Adam Pelech,0.8447076247249762,Oskars Bartulis,0.8380653502804717,Christian Djoos,0.8220327725811192,Timothy Liljegren,0.796783422269512,Nicolas Beaudin,0.7935448528776319,Owen Power,0.7819624833800582,Josh Manson,0.7739058155583405,Duncan Siemens,0.7691129409024346,Dillon Heatherington,0.738545442584139,Morgan Rielly,0.7364055882580189
2433,Tim Gettinger,Rich Clune,0.828058466019465,Kalle Kossila,0.7698901555368202,Aaron Volpatti,0.5692181738635169,Peter Cehlarik,0.5691939919950391,Michael Pezzetta,0.5300223830591723,Alexis Lafreniere,0.5142611218062109,Jonah Gadjovich,0.4878509454949751,Brandon Bollig,0.483519532966147,Petr Vrana,0.4373520849417565,Josiah Slavin,0.4102850243329821
1596,Chad Billins,Carl Dahlstrom,0.8278899240944017,Griffin Reinhart,0.8076976889433235,Jeff Petry,0.7999534761692323,Chris Tanev,0.7563856267899627,Anton Stralman,0.7469943677199266,Tomas Kundratek,0.7234094036414505,Bogdan Kiselevich,0.7169841157906186,TJ Brodie,0.698241784540128,Artem Zub,0.6950522714443269,Kevin Gravel,0.6932506219392979
